Tanggal,Produk,Jumlah,Satuan
2024-09-11,Semangka,253,KG
2024-09-12,Semangka,278,KG
2024-09-13,Semangka,300,KG
2024-09-14,Semangka,284,KG
2024-09-15,Semangka,189,KG
2024-09-16,Semangka,218,KG
2024-09-17,Semangka,221,KG
2024-09-18,Semangka,236,KG
2024-09-19,Semangka,,KG
2024-09-20,Semangka,,KG
2024-09-21,Semangka,,KG
2024-09-22,Semangka,193,KG
2024-09-23,Semangka,210,KG
2024-09-24,Semangka,217,KG
2024-09-25,Semangka,259,KG
2024-09-26,Semangka,281,KG
2024-09-27,Semangka,,KG
2024-09-28,Semangka,294,KG
2024-09-29,Semangka,203,KG
2024-09-30,Semangka,227,KG
2024-10-01,Semangka,219,KG
2024-10-02,Semangka,,KG
2024-10-03,Semangka,282,KG
2024-10-04,Semangka,299,KG
2024-10-05,Semangka,281,KG
2024-10-06,Semangka,187,KG
2024-10-07,Semangka,,KG
2024-10-08,Semangka,228,KG
2024-10-09,Semangka,241,KG
2024-10-10,Semangka,,KG
2024-10-11,Semangka,282,KG
2024-10-12,Semangka,272,KG
2024-10-13,Semangka,180,KG
2024-10-14,Semangka,206,KG
2024-10-15,Semangka,220,KG
2024-10-16,Semangka,247,KG
2024-10-17,Semangka,266,KG
2024-10-18,Semangka,300,KG
2024-10-19,Semangka,276,KG
2024-10-20,Semangka,186,KG
2024-10-21,Semangka,203,KG
2024-10-22,Semangka,213,KG
2024-10-23,Semangka,,KG
2024-10-24,Semangka,268,KG
2024-10-25,Semangka,300,KG
2024-10-26,Semangka,291,KG
2024-10-27,Semangka,198,KG
2024-10-28,Semangka,,KG
2024-10-29,Semangka,231,KG
2024-10-30,Semangka,,KG
2024-10-31,Semangka,276,KG
2024-11-01,Semangka,287,KG
2024-11-02,Semangka,,KG
2024-11-03,Semangka,180,KG
2024-11-04,Semangka,214,KG
2024-11-05,Semangka,,KG
2024-11-06,Semangka,,KG
2024-11-07,Semangka,260,KG
2024-11-08,Semangka,289,KG
2024-11-09,Semangka,267,KG
2024-11-10,Semangka,177,KG
2024-11-11,Semangka,198,KG
2024-11-12,Semangka,205,KG
2024-11-13,Semangka,,KG
2024-11-14,Semangka,255,KG
2024-11-15,Semangka,280,KG
2024-11-16,Semangka,270,KG
2024-11-17,Semangka,177,KG
2024-11-18,Semangka,209,KG
2024-11-19,Semangka,209,KG
2024-11-20,Semangka,231,KG
2024-11-21,Semangka,255,KG
2024-11-22,Semangka,282,KG
2024-11-23,Semangka,273,KG
2024-11-24,Semangka,179,KG
2024-11-25,Semangka,,KG
2024-11-26,Semangka,224,KG
2024-11-27,Semangka,249,KG
2024-11-28,Semangka,,KG
2024-11-29,Semangka,,KG
2024-11-30,Semangka,287,KG
2024-12-01,Semangka,,KG
2024-12-02,Semangka,,KG
2024-12-03,Semangka,213,KG
2024-12-04,Semangka,,KG
2024-12-05,Semangka,,KG
2024-12-06,Semangka,293,KG
2024-12-07,Semangka,277,KG
2024-12-08,Semangka,186,KG
2024-12-09,Semangka,203,KG
2024-12-10,Semangka,208,KG
2024-12-11,Semangka,235,KG
2024-12-12,Semangka,254,KG
2024-12-13,Semangka,290,KG
2024-12-14,Semangka,276,KG
2024-12-15,Semangka,,KG
2024-12-16,Semangka,204,KG
2024-12-17,Semangka,218,KG
2024-12-18,Semangka,,KG
2024-12-19,Semangka,,KG
2024-12-20,Semangka,,KG
2024-12-21,Semangka,282,KG
2024-12-22,Semangka,183,KG
2024-12-23,Semangka,207,KG
2024-12-24,Semangka,210,KG
2024-12-25,Semangka,255,KG
2024-12-26,Semangka,277,KG
2024-12-27,Semangka,300,KG
2024-12-28,Semangka,288,KG
2024-12-29,Semangka,197,KG
2024-12-30,Semangka,223,KG
2024-12-31,Semangka,,KG
2025-01-01,Semangka,249,KG
2025-01-02,Semangka,267,KG
2025-01-03,Semangka,,KG
2025-01-04,Semangka,,KG
2025-01-05,Semangka,176,KG
2025-01-06,Semangka,210,KG
2025-01-07,Semangka,,KG
2025-01-08,Semangka,241,KG
2025-01-09,Semangka,272,KG
2025-01-10,Semangka,300,KG
2025-01-11,Semangka,276,KG
2025-01-12,Semangka,184,KG
2025-01-13,Semangka,,KG
2025-01-14,Semangka,222,KG
2025-01-15,Semangka,247,KG
2025-01-16,Semangka,,KG
2025-01-17,Semangka,297,KG
2025-01-18,Semangka,277,KG
2025-01-19,Semangka,,KG
2025-01-20,Semangka,211,KG
2025-01-21,Semangka,,KG
2025-01-22,Semangka,,KG
2025-01-23,Semangka,271,KG
2025-01-24,Semangka,,KG
2025-01-25,Semangka,298,KG
2025-01-26,Semangka,,KG
2025-01-27,Semangka,239,KG
2025-01-28,Semangka,242,KG
2025-01-29,Semangka,261,KG
2025-01-30,Semangka,290,KG
2025-01-31,Semangka,300,KG
2025-02-01,Semangka,,KG
2025-02-02,Semangka,194,KG
2025-02-03,Semangka,216,KG
2025-02-04,Semangka,,KG
2025-02-05,Semangka,242,KG
2025-02-06,Semangka,277,KG
2025-02-07,Semangka,300,KG
2025-02-08,Semangka,292,KG
2025-02-09,Semangka,,KG
2025-02-10,Semangka,,KG
2025-02-11,Semangka,,KG
2025-02-12,Semangka,249,KG
2025-02-13,Semangka,285,KG
2025-02-14,Semangka,300,KG
2025-02-15,Semangka,298,KG
2025-02-16,Semangka,199,KG
2025-02-17,Semangka,222,KG
2025-02-18,Semangka,,KG
2025-02-19,Semangka,252,KG
2025-02-20,Semangka,282,KG
2025-02-21,Semangka,300,KG
2025-02-22,Semangka,,KG
2025-02-23,Semangka,203,KG
2025-02-24,Semangka,226,KG
2025-02-25,Semangka,257,KG
2025-02-26,Semangka,279,KG
2025-02-27,Semangka,300,KG
2025-02-28,Semangka,300,KG
2025-03-01,Semangka,292,KG
2025-03-02,Semangka,205,KG
2025-03-03,Semangka,231,KG
2025-03-04,Semangka,232,KG
2025-03-05,Semangka,255,KG
2025-03-06,Semangka,,KG
2025-03-07,Semangka,300,KG
2025-03-08,Semangka,299,KG
2025-03-09,Semangka,,KG
2025-03-10,Semangka,217,KG
2025-03-11,Semangka,,KG
2025-03-12,Semangka,267,KG
2025-03-13,Semangka,,KG
2025-03-14,Semangka,300,KG
2025-03-15,Semangka,300,KG
2025-03-16,Semangka,211,KG
2025-03-17,Semangka,224,KG
2025-03-18,Semangka,250,KG
2025-03-19,Semangka,,KG
2025-03-20,Semangka,,KG
2025-03-21,Semangka,300,KG
2025-03-22,Semangka,300,KG
2025-03-23,Semangka,,KG
2025-03-24,Semangka,,KG
2025-03-25,Semangka,,KG
2025-03-26,Semangka,284,KG
2025-03-27,Semangka,300,KG
2025-03-28,Semangka,300,KG
2025-03-29,Semangka,300,KG
2025-03-30,Semangka,226,KG
2025-03-31,Semangka,250,KG
2025-04-01,Semangka,244,KG
2025-04-02,Semangka,277,KG
2025-04-03,Semangka,300,KG
2025-04-04,Semangka,300,KG
2025-04-05,Semangka,,KG
2025-04-06,Semangka,222,KG
2025-04-07,Semangka,238,KG
2025-04-08,Semangka,261,KG
2025-04-09,Semangka,284,KG
2025-04-10,Semangka,300,KG
2025-04-11,Semangka,300,KG
2025-04-12,Semangka,300,KG
2025-04-13,Semangka,221,KG
2025-04-14,Semangka,243,KG
2025-04-15,Semangka,252,KG
2025-04-16,Semangka,267,KG
2025-04-17,Semangka,295,KG
2025-04-18,Semangka,,KG
2025-04-19,Semangka,300,KG
2025-04-20,Semangka,223,KG
2025-04-21,Semangka,247,KG
2025-04-22,Semangka,259,KG
2025-04-23,Semangka,,KG
2025-04-24,Semangka,,KG
2025-04-25,Semangka,,KG
2025-04-26,Semangka,,KG
2025-04-27,Semangka,235,KG
2025-04-28,Semangka,,KG
2025-04-29,Semangka,,KG
2025-04-30,Semangka,298,KG
2025-05-01,Semangka,295,KG
2025-05-02,Semangka,300,KG
2025-05-03,Semangka,300,KG
2025-05-04,Semangka,,KG
2025-05-05,Semangka,245,KG
2025-05-06,Semangka,263,KG
2025-05-07,Semangka,285,KG
2025-05-08,Semangka,300,KG
2025-05-09,Semangka,300,KG
2025-05-10,Semangka,,KG
2025-05-11,Semangka,236,KG
2025-05-12,Semangka,,KG
2025-05-13,Semangka,262,KG
2025-05-14,Semangka,275,KG
2025-05-15,Semangka,300,KG
2025-05-16,Semangka,300,KG
2025-05-17,Semangka,300,KG
2025-05-18,Semangka,230,KG
2025-05-19,Semangka,,KG
2025-05-20,Semangka,264,KG
2025-05-21,Semangka,288,KG
2025-05-22,Semangka,,KG
2025-05-23,Semangka,300,KG
2025-05-24,Semangka,,KG
2025-05-25,Semangka,246,KG
2025-05-26,Semangka,278,KG
2025-05-27,Semangka,271,KG
2025-05-28,Semangka,299,KG
2025-05-29,Semangka,300,KG
2025-05-30,Semangka,300,KG
2025-05-31,Semangka,300,KG
2025-06-01,Semangka,232,KG
2025-06-02,Semangka,251,KG
2025-06-03,Semangka,,KG
2025-06-04,Semangka,286,KG
2025-06-05,Semangka,300,KG
2025-06-06,Semangka,300,KG
2025-06-07,Semangka,300,KG
2025-06-08,Semangka,,KG
2025-06-09,Semangka,252,KG
2025-06-10,Semangka,262,KG
2025-06-11,Semangka,290,KG
2025-06-12,Semangka,300,KG
2025-06-13,Semangka,300,KG
2025-06-14,Semangka,300,KG
2025-06-15,Semangka,236,KG
2025-06-16,Semangka,251,KG
2025-06-17,Semangka,,KG
2025-06-18,Semangka,,KG
2025-06-19,Semangka,300,KG
2025-06-20,Semangka,300,KG
2025-06-21,Semangka,300,KG
2025-06-22,Semangka,231,KG
2025-06-23,Semangka,246,KG
2025-06-24,Semangka,258,KG
2025-06-25,Semangka,300,KG
2025-06-26,Semangka,300,KG
2025-06-27,Semangka,,KG
2025-06-28,Semangka,300,KG
2025-06-29,Semangka,239,KG
2025-06-30,Semangka,,KG
2025-07-01,Semangka,,KG
2025-07-02,Semangka,,KG
2025-07-03,Semangka,300,KG
2025-07-04,Semangka,,KG
2025-07-05,Semangka,,KG
2025-07-06,Semangka,230,KG
2025-07-07,Semangka,248,KG
2025-07-08,Semangka,270,KG
2025-07-09,Semangka,288,KG
2025-07-10,Semangka,300,KG
2025-07-11,Semangka,300,KG
2025-07-12,Semangka,300,KG
2025-07-13,Semangka,242,KG
2025-07-14,Semangka,270,KG
2025-07-15,Semangka,266,KG
2025-07-16,Semangka,288,KG
2025-07-17,Semangka,300,KG
2025-07-18,Semangka,300,KG
2025-07-19,Semangka,300,KG
2025-07-20,Semangka,219,KG
2025-07-21,Semangka,,KG
2025-07-22,Semangka,260,KG
2025-07-23,Semangka,,KG
2025-07-24,Semangka,300,KG
2025-07-25,Semangka,300,KG
2025-07-26,Semangka,300,KG
2025-07-27,Semangka,,KG
2025-07-28,Semangka,278,KG
2025-07-29,Semangka,278,KG
2025-07-30,Semangka,296,KG
2025-07-31,Semangka,300,KG
2025-08-01,Semangka,300,KG
2025-08-02,Semangka,,KG
2025-08-03,Semangka,219,KG
2025-08-04,Semangka,237,KG
2025-08-05,Semangka,255,KG
2025-08-06,Semangka,273,KG
2025-08-07,Semangka,300,KG
2025-08-08,Semangka,300,KG
2025-08-09,Semangka,300,KG
2025-08-10,Semangka,214,KG
2025-08-11,Semangka,244,KG
2025-08-12,Semangka,254,KG
2025-08-13,Semangka,,KG
2025-08-14,Semangka,300,KG
2025-08-15,Semangka,300,KG
2025-08-16,Semangka,300,KG
2025-08-17,Semangka,217,KG
2025-08-18,Semangka,,KG
2025-08-19,Semangka,249,KG
2025-08-20,Semangka,,KG
2025-08-21,Semangka,300,KG
2025-08-22,Semangka,300,KG
2025-08-23,Semangka,300,KG
2025-08-24,Semangka,212,KG
2025-08-25,Semangka,,KG
2025-08-26,Semangka,266,KG
2025-08-27,Semangka,283,KG
2025-08-28,Semangka,300,KG
2025-08-29,Semangka,300,KG
2025-08-30,Semangka,300,KG
2025-08-31,Semangka,226,KG
2025-09-01,Semangka,234,KG
2025-09-02,Semangka,243,KG
2025-09-03,Semangka,271,KG
2025-09-04,Semangka,293,KG
2025-09-05,Semangka,300,KG
2025-09-06,Semangka,,KG
2025-09-07,Semangka,206,KG
2025-09-08,Semangka,,KG
2025-09-09,Semangka,243,KG
2025-09-10,Semangka,264,KG
2025-09-11,Semangka,287,KG
2025-09-12,Semangka,300,KG
2025-09-13,Semangka,300,KG
2025-09-14,Semangka,,KG
2025-09-15,Semangka,,KG
2025-09-16,Semangka,239,KG
2025-09-17,Semangka,264,KG
2025-09-18,Semangka,,KG
2025-09-19,Semangka,300,KG
2025-09-20,Semangka,,KG
2025-09-21,Semangka,205,KG
2025-09-22,Semangka,233,KG
2025-09-23,Semangka,244,KG
2025-09-24,Semangka,263,KG
2025-09-25,Semangka,300,KG
2025-09-26,Semangka,300,KG
2025-09-27,Semangka,300,KG
2025-09-28,Semangka,221,KG
2025-09-29,Semangka,250,KG
2025-09-30,Semangka,264,KG
2025-10-01,Semangka,,KG
2025-10-02,Semangka,279,KG
2025-10-03,Semangka,300,KG
2025-10-04,Semangka,298,KG
2025-10-05,Semangka,195,KG
2025-10-06,Semangka,,KG
2025-10-07,Semangka,235,KG
2025-10-08,Semangka,261,KG
2025-10-09,Semangka,,KG
2025-10-10,Semangka,300,KG
2025-10-11,Semangka,,KG
2025-10-12,Semangka,204,KG
2025-10-13,Semangka,224,KG
2025-10-14,Semangka,230,KG
2025-10-15,Semangka,246,KG
2025-10-16,Semangka,,KG
2025-10-17,Semangka,300,KG
2025-10-18,Semangka,291,KG
2025-10-19,Semangka,,KG
2025-10-20,Semangka,221,KG
2025-10-21,Semangka,,KG
2025-10-22,Semangka,,KG
2025-10-23,Semangka,281,KG
2025-10-24,Semangka,300,KG
2025-10-25,Semangka,300,KG
2025-10-26,Semangka,214,KG
2025-10-27,Semangka,237,KG
2025-10-28,Semangka,252,KG
2025-10-29,Semangka,267,KG
2025-10-30,Semangka,297,KG
2025-10-31,Semangka,300,KG
2025-11-01,Semangka,292,KG
2025-11-02,Semangka,197,KG
2025-11-03,Semangka,,KG
2025-11-04,Semangka,235,KG
2025-11-05,Semangka,260,KG
2025-11-06,Semangka,280,KG
2025-11-07,Semangka,,KG
2025-11-08,Semangka,294,KG
2025-11-09,Semangka,193,KG
2025-11-10,Semangka,217,KG
2025-11-11,Semangka,,KG
2025-11-12,Semangka,,KG
2025-11-13,Semangka,265,KG
2025-11-14,Semangka,300,KG
2025-11-15,Semangka,,KG
2025-11-16,Semangka,190,KG
2025-11-17,Semangka,214,KG
2025-11-18,Semangka,,KG
2025-11-19,Semangka,251,KG
2025-11-20,Semangka,273,KG
2025-11-21,Semangka,,KG
2025-11-22,Semangka,288,KG
2025-11-23,Semangka,198,KG
2025-11-24,Semangka,218,KG
2025-11-25,Semangka,247,KG
2025-11-26,Semangka,265,KG
2025-11-27,Semangka,292,KG
2025-11-28,Semangka,,KG
2025-11-29,Semangka,300,KG
2025-11-30,Semangka,214,KG
2025-12-01,Semangka,217,KG
2025-12-02,Semangka,228,KG
2025-12-03,Semangka,253,KG
2025-12-04,Semangka,280,KG
2025-12-05,Semangka,,KG
2025-12-06,Semangka,285,KG
2025-12-07,Semangka,196,KG
2025-12-08,Semangka,213,KG
2025-12-09,Semangka,,KG
2025-12-10,Semangka,253,KG
2025-12-11,Semangka,,KG
2025-12-12,Semangka,,KG
2025-12-13,Semangka,295,KG
2025-12-14,Semangka,192,KG
2025-12-15,Semangka,,KG
2025-12-16,Semangka,235,KG
2025-12-17,Semangka,260,KG
2025-12-18,Semangka,285,KG
2025-12-19,Semangka,300,KG
2025-12-20,Semangka,292,KG
2025-12-21,Semangka,195,KG
2025-12-22,Semangka,216,KG
2025-12-23,Semangka,228,KG
2025-12-24,Semangka,,KG
2025-12-25,Semangka,300,KG
2025-12-26,Semangka,300,KG
2025-12-27,Semangka,300,KG
2025-12-28,Semangka,214,KG
2025-12-29,Semangka,235,KG
2025-12-30,Semangka,,KG
2025-12-31,Semangka,270,KG
2026-01-01,Semangka,,KG
2026-01-02,Semangka,300,KG
2026-01-03,Semangka,,KG
2026-01-04,Semangka,205,KG
2026-01-05,Semangka,219,KG
2026-01-06,Semangka,229,KG
2026-01-07,Semangka,,KG
2026-01-08,Semangka,283,KG
2026-01-09,Semangka,300,KG
2026-01-10,Semangka,,KG
2026-01-11,Semangka,,KG
2026-01-12,Semangka,229,KG
2026-01-13,Semangka,,KG
2026-01-14,Semangka,260,KG
2026-01-15,Semangka,285,KG
2026-01-16,Semangka,300,KG
