Tanggal,Produk,Jumlah,Satuan
2024-09-10,Pir,24,DUS
2024-09-11,Pir,21,DUS
2024-09-12,Pir,23,DUS
2024-09-13,Pir,28,DUS
2024-09-14,Pir,,DUS
2024-09-15,Pir,32,DUS
2024-09-16,Pir,29,DUS
2024-09-17,Pir,25,DUS
2024-09-18,Pir,22,DUS
2024-09-19,Pir,23,DUS
2024-09-20,Pir,26,DUS
2024-09-21,Pir,30,DUS
2024-09-22,Pir,32,DUS
2024-09-23,Pir,29,DUS
2024-09-24,Pir,,DUS
2024-09-25,Pir,,DUS
2024-09-26,Pir,,DUS
2024-09-27,Pir,26,DUS
2024-09-28,Pir,31,DUS
2024-09-29,Pir,,DUS
2024-09-30,Pir,,DUS
2024-10-01,Pir,24,DUS
2024-10-02,Pir,,DUS
2024-10-03,Pir,,DUS
2024-10-04,Pir,27,DUS
2024-10-05,Pir,30,DUS
2024-10-06,Pir,32,DUS
2024-10-07,Pir,29,DUS
2024-10-08,Pir,24,DUS
2024-10-09,Pir,21,DUS
2024-10-10,Pir,23,DUS
2024-10-11,Pir,,DUS
2024-10-12,Pir,,DUS
2024-10-13,Pir,32,DUS
2024-10-14,Pir,29,DUS
2024-10-15,Pir,,DUS
2024-10-16,Pir,23,DUS
2024-10-17,Pir,,DUS
2024-10-18,Pir,27,DUS
2024-10-19,Pir,30,DUS
2024-10-20,Pir,31,DUS
2024-10-21,Pir,28,DUS
2024-10-22,Pir,25,DUS
2024-10-23,Pir,21,DUS
2024-10-24,Pir,23,DUS
2024-10-25,Pir,27,DUS
2024-10-26,Pir,30,DUS
2024-10-27,Pir,,DUS
2024-10-28,Pir,29,DUS
2024-10-29,Pir,,DUS
2024-10-30,Pir,21,DUS
2024-10-31,Pir,,DUS
2024-11-01,Pir,26,DUS
2024-11-02,Pir,31,DUS
2024-11-03,Pir,32,DUS
2024-11-04,Pir,29,DUS
2024-11-05,Pir,,DUS
2024-11-06,Pir,21,DUS
2024-11-07,Pir,23,DUS
2024-11-08,Pir,,DUS
2024-11-09,Pir,,DUS
2024-11-10,Pir,33,DUS
2024-11-11,Pir,29,DUS
2024-11-12,Pir,,DUS
2024-11-13,Pir,22,DUS
2024-11-14,Pir,23,DUS
2024-11-15,Pir,27,DUS
2024-11-16,Pir,31,DUS
2024-11-17,Pir,32,DUS
2024-11-18,Pir,30,DUS
2024-11-19,Pir,25,DUS
2024-11-20,Pir,22,DUS
2024-11-21,Pir,,DUS
2024-11-22,Pir,,DUS
2024-11-23,Pir,32,DUS
2024-11-24,Pir,32,DUS
2024-11-25,Pir,29,DUS
2024-11-26,Pir,24,DUS
2024-11-27,Pir,22,DUS
2024-11-28,Pir,22,DUS
2024-11-29,Pir,,DUS
2024-11-30,Pir,31,DUS
2024-12-01,Pir,31,DUS
2024-12-02,Pir,29,DUS
2024-12-03,Pir,,DUS
2024-12-04,Pir,22,DUS
2024-12-05,Pir,23,DUS
2024-12-06,Pir,,DUS
2024-12-07,Pir,31,DUS
2024-12-08,Pir,32,DUS
2024-12-09,Pir,,DUS
2024-12-10,Pir,24,DUS
2024-12-11,Pir,22,DUS
2024-12-12,Pir,24,DUS
2024-12-13,Pir,27,DUS
2024-12-14,Pir,30,DUS
2024-12-15,Pir,,DUS
2024-12-16,Pir,29,DUS
2024-12-17,Pir,24,DUS
2024-12-18,Pir,,DUS
2024-12-19,Pir,22,DUS
2024-12-20,Pir,27,DUS
2024-12-21,Pir,,DUS
2024-12-22,Pir,32,DUS
2024-12-23,Pir,28,DUS
2024-12-24,Pir,25,DUS
2024-12-25,Pir,22,DUS
2024-12-26,Pir,22,DUS
2024-12-27,Pir,26,DUS
2024-12-28,Pir,31,DUS
2024-12-29,Pir,32,DUS
2024-12-30,Pir,29,DUS
2024-12-31,Pir,,DUS
2025-01-01,Pir,,DUS
2025-01-02,Pir,23,DUS
2025-01-03,Pir,,DUS
2025-01-04,Pir,32,DUS
2025-01-05,Pir,32,DUS
2025-01-06,Pir,30,DUS
2025-01-07,Pir,25,DUS
2025-01-08,Pir,22,DUS
2025-01-09,Pir,,DUS
2025-01-10,Pir,26,DUS
2025-01-11,Pir,30,DUS
2025-01-12,Pir,,DUS
2025-01-13,Pir,28,DUS
2025-01-14,Pir,25,DUS
2025-01-15,Pir,22,DUS
2025-01-16,Pir,23,DUS
2025-01-17,Pir,,DUS
2025-01-18,Pir,31,DUS
2025-01-19,Pir,32,DUS
2025-01-20,Pir,29,DUS
2025-01-21,Pir,,DUS
2025-01-22,Pir,22,DUS
2025-01-23,Pir,24,DUS
2025-01-24,Pir,28,DUS
2025-01-25,Pir,,DUS
2025-01-26,Pir,31,DUS
2025-01-27,Pir,,DUS
2025-01-28,Pir,25,DUS
2025-01-29,Pir,22,DUS
2025-01-30,Pir,23,DUS
2025-01-31,Pir,27,DUS
2025-02-01,Pir,30,DUS
2025-02-02,Pir,31,DUS
2025-02-03,Pir,28,DUS
2025-02-04,Pir,,DUS
2025-02-05,Pir,22,DUS
2025-02-06,Pir,23,DUS
2025-02-07,Pir,27,DUS
2025-02-08,Pir,,DUS
2025-02-09,Pir,32,DUS
2025-02-10,Pir,,DUS
2025-02-11,Pir,,DUS
2025-02-12,Pir,,DUS
2025-02-13,Pir,23,DUS
2025-02-14,Pir,27,DUS
2025-02-15,Pir,31,DUS
2025-02-16,Pir,31,DUS
2025-02-17,Pir,29,DUS
2025-02-18,Pir,,DUS
2025-02-19,Pir,23,DUS
2025-02-20,Pir,23,DUS
2025-02-21,Pir,27,DUS
2025-02-22,Pir,,DUS
2025-02-23,Pir,31,DUS
2025-02-24,Pir,29,DUS
2025-02-25,Pir,26,DUS
2025-02-26,Pir,23,DUS
2025-02-27,Pir,23,DUS
2025-02-28,Pir,27,DUS
2025-03-01,Pir,31,DUS
2025-03-02,Pir,32,DUS
2025-03-03,Pir,30,DUS
2025-03-04,Pir,25,DUS
2025-03-05,Pir,22,DUS
2025-03-06,Pir,,DUS
2025-03-07,Pir,27,DUS
2025-03-08,Pir,31,DUS
2025-03-09,Pir,31,DUS
2025-03-10,Pir,29,DUS
2025-03-11,Pir,25,DUS
2025-03-12,Pir,21,DUS
2025-03-13,Pir,,DUS
2025-03-14,Pir,27,DUS
2025-03-15,Pir,,DUS
2025-03-16,Pir,32,DUS
2025-03-17,Pir,29,DUS
2025-03-18,Pir,25,DUS
2025-03-19,Pir,22,DUS
2025-03-20,Pir,23,DUS
2025-03-21,Pir,27,DUS
2025-03-22,Pir,31,DUS
2025-03-23,Pir,,DUS
2025-03-24,Pir,,DUS
2025-03-25,Pir,25,DUS
2025-03-26,Pir,,DUS
2025-03-27,Pir,23,DUS
2025-03-28,Pir,,DUS
2025-03-29,Pir,31,DUS
2025-03-30,Pir,,DUS
2025-03-31,Pir,29,DUS
2025-04-01,Pir,25,DUS
2025-04-02,Pir,21,DUS
2025-04-03,Pir,23,DUS
2025-04-04,Pir,,DUS
2025-04-05,Pir,,DUS
2025-04-06,Pir,32,DUS
2025-04-07,Pir,30,DUS
2025-04-08,Pir,,DUS
2025-04-09,Pir,,DUS
2025-04-10,Pir,,DUS
2025-04-11,Pir,28,DUS
2025-04-12,Pir,,DUS
2025-04-13,Pir,32,DUS
2025-04-14,Pir,,DUS
2025-04-15,Pir,25,DUS
2025-04-16,Pir,23,DUS
2025-04-17,Pir,,DUS
2025-04-18,Pir,26,DUS
2025-04-19,Pir,31,DUS
2025-04-20,Pir,32,DUS
2025-04-21,Pir,29,DUS
2025-04-22,Pir,,DUS
2025-04-23,Pir,22,DUS
2025-04-24,Pir,23,DUS
2025-04-25,Pir,26,DUS
2025-04-26,Pir,,DUS
2025-04-27,Pir,32,DUS
2025-04-28,Pir,29,DUS
2025-04-29,Pir,,DUS
2025-04-30,Pir,,DUS
2025-05-01,Pir,,DUS
2025-05-02,Pir,,DUS
2025-05-03,Pir,31,DUS
2025-05-04,Pir,,DUS
2025-05-05,Pir,,DUS
2025-05-06,Pir,26,DUS
2025-05-07,Pir,,DUS
2025-05-08,Pir,23,DUS
2025-05-09,Pir,27,DUS
2025-05-10,Pir,30,DUS
2025-05-11,Pir,,DUS
2025-05-12,Pir,,DUS
2025-05-13,Pir,26,DUS
2025-05-14,Pir,,DUS
2025-05-15,Pir,24,DUS
2025-05-16,Pir,27,DUS
2025-05-17,Pir,31,DUS
2025-05-18,Pir,,DUS
2025-05-19,Pir,30,DUS
2025-05-20,Pir,25,DUS
2025-05-21,Pir,23,DUS
2025-05-22,Pir,23,DUS
2025-05-23,Pir,27,DUS
2025-05-24,Pir,,DUS
2025-05-25,Pir,32,DUS
2025-05-26,Pir,,DUS
2025-05-27,Pir,,DUS
2025-05-28,Pir,22,DUS
2025-05-29,Pir,23,DUS
2025-05-30,Pir,28,DUS
2025-05-31,Pir,,DUS
2025-06-01,Pir,,DUS
2025-06-02,Pir,30,DUS
2025-06-03,Pir,25,DUS
2025-06-04,Pir,22,DUS
2025-06-05,Pir,,DUS
2025-06-06,Pir,,DUS
2025-06-07,Pir,,DUS
2025-06-08,Pir,32,DUS
2025-06-09,Pir,29,DUS
2025-06-10,Pir,26,DUS
2025-06-11,Pir,23,DUS
2025-06-12,Pir,,DUS
2025-06-13,Pir,27,DUS
2025-06-14,Pir,32,DUS
2025-06-15,Pir,32,DUS
2025-06-16,Pir,29,DUS
2025-06-17,Pir,25,DUS
2025-06-18,Pir,22,DUS
2025-06-19,Pir,23,DUS
2025-06-20,Pir,27,DUS
2025-06-21,Pir,33,DUS
2025-06-22,Pir,31,DUS
2025-06-23,Pir,29,DUS
2025-06-24,Pir,25,DUS
2025-06-25,Pir,,DUS
2025-06-26,Pir,24,DUS
2025-06-27,Pir,27,DUS
2025-06-28,Pir,31,DUS
2025-06-29,Pir,,DUS
2025-06-30,Pir,,DUS
2025-07-01,Pir,25,DUS
2025-07-02,Pir,22,DUS
2025-07-03,Pir,24,DUS
2025-07-04,Pir,27,DUS
2025-07-05,Pir,32,DUS
2025-07-06,Pir,32,DUS
2025-07-07,Pir,29,DUS
2025-07-08,Pir,25,DUS
2025-07-09,Pir,23,DUS
2025-07-10,Pir,23,DUS
2025-07-11,Pir,27,DUS
2025-07-12,Pir,31,DUS
2025-07-13,Pir,33,DUS
2025-07-14,Pir,29,DUS
2025-07-15,Pir,24,DUS
2025-07-16,Pir,23,DUS
2025-07-17,Pir,24,DUS
2025-07-18,Pir,27,DUS
2025-07-19,Pir,,DUS
2025-07-20,Pir,32,DUS
2025-07-21,Pir,,DUS
2025-07-22,Pir,25,DUS
2025-07-23,Pir,21,DUS
2025-07-24,Pir,24,DUS
2025-07-25,Pir,28,DUS
2025-07-26,Pir,32,DUS
2025-07-27,Pir,33,DUS
2025-07-28,Pir,,DUS
2025-07-29,Pir,25,DUS
2025-07-30,Pir,,DUS
2025-07-31,Pir,24,DUS
2025-08-01,Pir,,DUS
2025-08-02,Pir,,DUS
2025-08-03,Pir,,DUS
2025-08-04,Pir,29,DUS
2025-08-05,Pir,25,DUS
2025-08-06,Pir,22,DUS
2025-08-07,Pir,23,DUS
2025-08-08,Pir,27,DUS
2025-08-09,Pir,32,DUS
2025-08-10,Pir,33,DUS
2025-08-11,Pir,30,DUS
2025-08-12,Pir,26,DUS
2025-08-13,Pir,22,DUS
2025-08-14,Pir,,DUS
2025-08-15,Pir,28,DUS
2025-08-16,Pir,31,DUS
2025-08-17,Pir,31,DUS
2025-08-18,Pir,29,DUS
2025-08-19,Pir,25,DUS
2025-08-20,Pir,23,DUS
2025-08-21,Pir,23,DUS
2025-08-22,Pir,27,DUS
2025-08-23,Pir,,DUS
2025-08-24,Pir,,DUS
2025-08-25,Pir,29,DUS
2025-08-26,Pir,25,DUS
2025-08-27,Pir,23,DUS
2025-08-28,Pir,,DUS
2025-08-29,Pir,26,DUS
2025-08-30,Pir,31,DUS
2025-08-31,Pir,,DUS
2025-09-01,Pir,30,DUS
2025-09-02,Pir,26,DUS
2025-09-03,Pir,23,DUS
2025-09-04,Pir,23,DUS
2025-09-05,Pir,27,DUS
2025-09-06,Pir,,DUS
2025-09-07,Pir,33,DUS
2025-09-08,Pir,,DUS
2025-09-09,Pir,,DUS
2025-09-10,Pir,22,DUS
2025-09-11,Pir,23,DUS
2025-09-12,Pir,28,DUS
2025-09-13,Pir,,DUS
2025-09-14,Pir,,DUS
2025-09-15,Pir,,DUS
2025-09-16,Pir,,DUS
2025-09-17,Pir,,DUS
2025-09-18,Pir,,DUS
2025-09-19,Pir,27,DUS
2025-09-20,Pir,,DUS
2025-09-21,Pir,32,DUS
2025-09-22,Pir,30,DUS
2025-09-23,Pir,,DUS
2025-09-24,Pir,23,DUS
2025-09-25,Pir,23,DUS
2025-09-26,Pir,27,DUS
2025-09-27,Pir,,DUS
2025-09-28,Pir,32,DUS
2025-09-29,Pir,30,DUS
2025-09-30,Pir,26,DUS
2025-10-01,Pir,23,DUS
2025-10-02,Pir,23,DUS
2025-10-03,Pir,,DUS
2025-10-04,Pir,,DUS
2025-10-05,Pir,33,DUS
2025-10-06,Pir,30,DUS
2025-10-07,Pir,,DUS
2025-10-08,Pir,22,DUS
2025-10-09,Pir,24,DUS
2025-10-10,Pir,27,DUS
2025-10-11,Pir,31,DUS
2025-10-12,Pir,,DUS
2025-10-13,Pir,30,DUS
2025-10-14,Pir,25,DUS
2025-10-15,Pir,23,DUS
2025-10-16,Pir,23,DUS
2025-10-17,Pir,,DUS
2025-10-18,Pir,31,DUS
2025-10-19,Pir,32,DUS
2025-10-20,Pir,,DUS
2025-10-21,Pir,24,DUS
2025-10-22,Pir,,DUS
2025-10-23,Pir,23,DUS
2025-10-24,Pir,,DUS
2025-10-25,Pir,,DUS
2025-10-26,Pir,,DUS
2025-10-27,Pir,30,DUS
2025-10-28,Pir,,DUS
2025-10-29,Pir,,DUS
2025-10-30,Pir,24,DUS
2025-10-31,Pir,27,DUS
2025-11-01,Pir,,DUS
2025-11-02,Pir,,DUS
2025-11-03,Pir,30,DUS
2025-11-04,Pir,26,DUS
2025-11-05,Pir,24,DUS
2025-11-06,Pir,23,DUS
2025-11-07,Pir,27,DUS
2025-11-08,Pir,,DUS
2025-11-09,Pir,33,DUS
2025-11-10,Pir,30,DUS
2025-11-11,Pir,,DUS
2025-11-12,Pir,23,DUS
2025-11-13,Pir,,DUS
2025-11-14,Pir,,DUS
2025-11-15,Pir,30,DUS
2025-11-16,Pir,,DUS
2025-11-17,Pir,30,DUS
2025-11-18,Pir,,DUS
2025-11-19,Pir,22,DUS
2025-11-20,Pir,,DUS
2025-11-21,Pir,,DUS
2025-11-22,Pir,31,DUS
2025-11-23,Pir,32,DUS
2025-11-24,Pir,,DUS
2025-11-25,Pir,,DUS
2025-11-26,Pir,,DUS
2025-11-27,Pir,24,DUS
2025-11-28,Pir,28,DUS
2025-11-29,Pir,32,DUS
2025-11-30,Pir,,DUS
2025-12-01,Pir,30,DUS
2025-12-02,Pir,,DUS
2025-12-03,Pir,23,DUS
2025-12-04,Pir,24,DUS
2025-12-05,Pir,,DUS
2025-12-06,Pir,32,DUS
2025-12-07,Pir,31,DUS
2025-12-08,Pir,30,DUS
2025-12-09,Pir,25,DUS
2025-12-10,Pir,,DUS
2025-12-11,Pir,,DUS
2025-12-12,Pir,,DUS
2025-12-13,Pir,,DUS
2025-12-14,Pir,32,DUS
2025-12-15,Pir,29,DUS
2025-12-16,Pir,25,DUS
2025-12-17,Pir,22,DUS
2025-12-18,Pir,24,DUS
2025-12-19,Pir,27,DUS
2025-12-20,Pir,,DUS
2025-12-21,Pir,,DUS
2025-12-22,Pir,30,DUS
2025-12-23,Pir,25,DUS
2025-12-24,Pir,,DUS
2025-12-25,Pir,24,DUS
2025-12-26,Pir,27,DUS
2025-12-27,Pir,30,DUS
2025-12-28,Pir,32,DUS
2025-12-29,Pir,,DUS
2025-12-30,Pir,,DUS
2025-12-31,Pir,22,DUS
2026-01-01,Pir,24,DUS
2026-01-02,Pir,28,DUS
2026-01-03,Pir,32,DUS
2026-01-04,Pir,32,DUS
2026-01-05,Pir,30,DUS
2026-01-06,Pir,25,DUS
2026-01-07,Pir,23,DUS
2026-01-08,Pir,,DUS
2026-01-09,Pir,27,DUS
2026-01-10,Pir,31,DUS
2026-01-11,Pir,,DUS
2026-01-12,Pir,30,DUS
2026-01-13,Pir,25,DUS
2026-01-14,Pir,22,DUS
2026-01-15,Pir,24,DUS
2026-01-16,Pir,28,DUS
