Tanggal,Produk,Jumlah,Satuan
2024-05-09,Jeruk DR,421,KG
2024-05-10,Jeruk DR,,KG
2024-05-11,Jeruk DR,,KG
2024-05-12,Jeruk DR,261,KG
2024-05-13,Jeruk DR,258,KG
2024-05-14,Jeruk DR,311,KG
2024-05-15,Jeruk DR,379,KG
2024-05-16,Jeruk DR,422,KG
2024-05-17,Jeruk DR,474,KG
2024-05-18,Jeruk DR,413,KG
2024-05-19,Jeruk DR,,KG
2024-05-20,Jeruk DR,260,KG
2024-05-21,Jeruk DR,293,KG
2024-05-22,Jeruk DR,352,KG
2024-05-23,Jeruk DR,411,KG
2024-05-24,Jeruk DR,466,KG
2024-05-25,Jeruk DR,447,KG
2024-05-26,Jeruk DR,293,KG
2024-05-27,Jeruk DR,299,KG
2024-05-28,Jeruk DR,,KG
2024-05-29,Jeruk DR,398,KG
2024-05-30,Jeruk DR,,KG
2024-05-31,Jeruk DR,,KG
2024-06-01,Jeruk DR,397,KG
2024-06-02,Jeruk DR,275,KG
2024-06-03,Jeruk DR,,KG
2024-06-04,Jeruk DR,,KG
2024-06-05,Jeruk DR,354,KG
2024-06-06,Jeruk DR,398,KG
2024-06-07,Jeruk DR,469,KG
2024-06-08,Jeruk DR,,KG
2024-06-09,Jeruk DR,,KG
2024-06-10,Jeruk DR,242,KG
2024-06-11,Jeruk DR,281,KG
2024-06-12,Jeruk DR,372,KG
2024-06-13,Jeruk DR,,KG
2024-06-14,Jeruk DR,479,KG
2024-06-15,Jeruk DR,395,KG
2024-06-16,Jeruk DR,,KG
2024-06-17,Jeruk DR,,KG
2024-06-18,Jeruk DR,278,KG
2024-06-19,Jeruk DR,,KG
2024-06-20,Jeruk DR,413,KG
2024-06-21,Jeruk DR,454,KG
2024-06-22,Jeruk DR,406,KG
2024-06-23,Jeruk DR,,KG
2024-06-24,Jeruk DR,269,KG
2024-06-25,Jeruk DR,,KG
2024-06-26,Jeruk DR,406,KG
2024-06-27,Jeruk DR,460,KG
2024-06-28,Jeruk DR,496,KG
2024-06-29,Jeruk DR,,KG
2024-06-30,Jeruk DR,,KG
2024-07-01,Jeruk DR,257,KG
2024-07-02,Jeruk DR,268,KG
2024-07-03,Jeruk DR,349,KG
2024-07-04,Jeruk DR,,KG
2024-07-05,Jeruk DR,471,KG
2024-07-06,Jeruk DR,394,KG
2024-07-07,Jeruk DR,,KG
2024-07-08,Jeruk DR,257,KG
2024-07-09,Jeruk DR,,KG
2024-07-10,Jeruk DR,348,KG
2024-07-11,Jeruk DR,405,KG
2024-07-12,Jeruk DR,,KG
2024-07-13,Jeruk DR,391,KG
2024-07-14,Jeruk DR,,KG
2024-07-15,Jeruk DR,226,KG
2024-07-16,Jeruk DR,291,KG
2024-07-17,Jeruk DR,,KG
2024-07-18,Jeruk DR,387,KG
2024-07-19,Jeruk DR,481,KG
2024-07-20,Jeruk DR,404,KG
2024-07-21,Jeruk DR,265,KG
2024-07-22,Jeruk DR,247,KG
2024-07-23,Jeruk DR,268,KG
2024-07-24,Jeruk DR,355,KG
2024-07-25,Jeruk DR,451,KG
2024-07-26,Jeruk DR,499,KG
2024-07-27,Jeruk DR,450,KG
2024-07-28,Jeruk DR,291,KG
2024-07-29,Jeruk DR,281,KG
2024-07-30,Jeruk DR,305,KG
2024-07-31,Jeruk DR,389,KG
2024-08-01,Jeruk DR,,KG
2024-08-02,Jeruk DR,,KG
2024-08-03,Jeruk DR,387,KG
2024-08-04,Jeruk DR,240,KG
2024-08-05,Jeruk DR,254,KG
2024-08-06,Jeruk DR,271,KG
2024-08-07,Jeruk DR,,KG
2024-08-08,Jeruk DR,434,KG
2024-08-09,Jeruk DR,,KG
2024-08-10,Jeruk DR,399,KG
2024-08-11,Jeruk DR,,KG
2024-08-12,Jeruk DR,,KG
2024-08-13,Jeruk DR,,KG
2024-08-14,Jeruk DR,320,KG
2024-08-15,Jeruk DR,394,KG
2024-08-16,Jeruk DR,466,KG
2024-08-17,Jeruk DR,395,KG
2024-08-18,Jeruk DR,241,KG
2024-08-19,Jeruk DR,231,KG
2024-08-20,Jeruk DR,258,KG
2024-08-21,Jeruk DR,334,KG
2024-08-22,Jeruk DR,393,KG
2024-08-23,Jeruk DR,444,KG
2024-08-24,Jeruk DR,390,KG
2024-08-25,Jeruk DR,260,KG
2024-08-26,Jeruk DR,266,KG
2024-08-27,Jeruk DR,289,KG
2024-08-28,Jeruk DR,378,KG
2024-08-29,Jeruk DR,426,KG
2024-08-30,Jeruk DR,493,KG
2024-08-31,Jeruk DR,423,KG
2024-09-01,Jeruk DR,,KG
2024-09-02,Jeruk DR,241,KG
2024-09-03,Jeruk DR,329,KG
2024-09-04,Jeruk DR,357,KG
2024-09-05,Jeruk DR,397,KG
2024-09-06,Jeruk DR,449,KG
2024-09-07,Jeruk DR,,KG
2024-09-08,Jeruk DR,238,KG
2024-09-09,Jeruk DR,236,KG
2024-09-10,Jeruk DR,,KG
2024-09-11,Jeruk DR,307,KG
2024-09-12,Jeruk DR,,KG
2024-09-13,Jeruk DR,454,KG
2024-09-14,Jeruk DR,390,KG
2024-09-15,Jeruk DR,237,KG
2024-09-16,Jeruk DR,239,KG
2024-09-17,Jeruk DR,,KG
2024-09-18,Jeruk DR,328,KG
2024-09-19,Jeruk DR,,KG
2024-09-20,Jeruk DR,433,KG
2024-09-21,Jeruk DR,371,KG
2024-09-22,Jeruk DR,,KG
2024-09-23,Jeruk DR,215,KG
2024-09-24,Jeruk DR,283,KG
2024-09-25,Jeruk DR,,KG
2024-09-26,Jeruk DR,,KG
2024-09-27,Jeruk DR,477,KG
2024-09-28,Jeruk DR,,KG
2024-09-29,Jeruk DR,267,KG
2024-09-30,Jeruk DR,,KG
2024-10-01,Jeruk DR,255,KG
2024-10-02,Jeruk DR,335,KG
2024-10-03,Jeruk DR,,KG
2024-10-04,Jeruk DR,,KG
2024-10-05,Jeruk DR,395,KG
2024-10-06,Jeruk DR,234,KG
2024-10-07,Jeruk DR,240,KG
2024-10-08,Jeruk DR,242,KG
2024-10-09,Jeruk DR,,KG
2024-10-10,Jeruk DR,,KG
2024-10-11,Jeruk DR,457,KG
2024-10-12,Jeruk DR,384,KG
2024-10-13,Jeruk DR,237,KG
2024-10-14,Jeruk DR,209,KG
2024-10-15,Jeruk DR,237,KG
2024-10-16,Jeruk DR,312,KG
2024-10-17,Jeruk DR,387,KG
2024-10-18,Jeruk DR,426,KG
2024-10-19,Jeruk DR,,KG
2024-10-20,Jeruk DR,,KG
2024-10-21,Jeruk DR,,KG
2024-10-22,Jeruk DR,239,KG
2024-10-23,Jeruk DR,320,KG
2024-10-24,Jeruk DR,,KG
2024-10-25,Jeruk DR,477,KG
2024-10-26,Jeruk DR,,KG
2024-10-27,Jeruk DR,,KG
2024-10-28,Jeruk DR,261,KG
2024-10-29,Jeruk DR,,KG
2024-10-30,Jeruk DR,,KG
2024-10-31,Jeruk DR,415,KG
2024-11-01,Jeruk DR,,KG
2024-11-02,Jeruk DR,,KG
2024-11-03,Jeruk DR,221,KG
2024-11-04,Jeruk DR,,KG
2024-11-05,Jeruk DR,,KG
2024-11-06,Jeruk DR,,KG
2024-11-07,Jeruk DR,376,KG
2024-11-08,Jeruk DR,428,KG
2024-11-09,Jeruk DR,386,KG
2024-11-10,Jeruk DR,,KG
2024-11-11,Jeruk DR,,KG
2024-11-12,Jeruk DR,230,KG
2024-11-13,Jeruk DR,313,KG
2024-11-14,Jeruk DR,375,KG
2024-11-15,Jeruk DR,,KG
2024-11-16,Jeruk DR,,KG
2024-11-17,Jeruk DR,235,KG
2024-11-18,Jeruk DR,218,KG
2024-11-19,Jeruk DR,240,KG
2024-11-20,Jeruk DR,316,KG
2024-11-21,Jeruk DR,371,KG
2024-11-22,Jeruk DR,420,KG
2024-11-23,Jeruk DR,,KG
2024-11-24,Jeruk DR,231,KG
2024-11-25,Jeruk DR,258,KG
2024-11-26,Jeruk DR,287,KG
2024-11-27,Jeruk DR,367,KG
2024-11-28,Jeruk DR,,KG
2024-11-29,Jeruk DR,443,KG
2024-11-30,Jeruk DR,391,KG
2024-12-01,Jeruk DR,,KG
2024-12-02,Jeruk DR,209,KG
2024-12-03,Jeruk DR,249,KG
2024-12-04,Jeruk DR,344,KG
2024-12-05,Jeruk DR,,KG
2024-12-06,Jeruk DR,432,KG
2024-12-07,Jeruk DR,,KG
2024-12-08,Jeruk DR,221,KG
2024-12-09,Jeruk DR,223,KG
2024-12-10,Jeruk DR,234,KG
2024-12-11,Jeruk DR,329,KG
2024-12-12,Jeruk DR,376,KG
2024-12-13,Jeruk DR,,KG
2024-12-14,Jeruk DR,367,KG
2024-12-15,Jeruk DR,,KG
2024-12-16,Jeruk DR,,KG
2024-12-17,Jeruk DR,242,KG
2024-12-18,Jeruk DR,310,KG
2024-12-19,Jeruk DR,374,KG
2024-12-20,Jeruk DR,,KG
2024-12-21,Jeruk DR,352,KG
2024-12-22,Jeruk DR,207,KG
2024-12-23,Jeruk DR,,KG
2024-12-24,Jeruk DR,255,KG
2024-12-25,Jeruk DR,374,KG
2024-12-26,Jeruk DR,464,KG
2024-12-27,Jeruk DR,,KG
2024-12-28,Jeruk DR,423,KG
2024-12-29,Jeruk DR,268,KG
2024-12-30,Jeruk DR,,KG
2024-12-31,Jeruk DR,285,KG
2025-01-01,Jeruk DR,,KG
2025-01-02,Jeruk DR,,KG
2025-01-03,Jeruk DR,436,KG
2025-01-04,Jeruk DR,,KG
2025-01-05,Jeruk DR,,KG
2025-01-06,Jeruk DR,236,KG
2025-01-07,Jeruk DR,,KG
2025-01-08,Jeruk DR,332,KG
2025-01-09,Jeruk DR,391,KG
2025-01-10,Jeruk DR,451,KG
2025-01-11,Jeruk DR,379,KG
2025-01-12,Jeruk DR,,KG
2025-01-13,Jeruk DR,247,KG
2025-01-14,Jeruk DR,265,KG
2025-01-15,Jeruk DR,354,KG
2025-01-16,Jeruk DR,386,KG
2025-01-17,Jeruk DR,438,KG
2025-01-18,Jeruk DR,384,KG
2025-01-19,Jeruk DR,,KG
2025-01-20,Jeruk DR,221,KG
2025-01-21,Jeruk DR,247,KG
2025-01-22,Jeruk DR,325,KG
2025-01-23,Jeruk DR,387,KG
2025-01-24,Jeruk DR,,KG
2025-01-25,Jeruk DR,,KG
2025-01-26,Jeruk DR,271,KG
2025-01-27,Jeruk DR,274,KG
2025-01-28,Jeruk DR,295,KG
2025-01-29,Jeruk DR,366,KG
2025-01-30,Jeruk DR,,KG
2025-01-31,Jeruk DR,494,KG
2025-02-01,Jeruk DR,415,KG
2025-02-02,Jeruk DR,228,KG
2025-02-03,Jeruk DR,,KG
2025-02-04,Jeruk DR,,KG
2025-02-05,Jeruk DR,334,KG
2025-02-06,Jeruk DR,,KG
2025-02-07,Jeruk DR,437,KG
2025-02-08,Jeruk DR,396,KG
2025-02-09,Jeruk DR,222,KG
2025-02-10,Jeruk DR,257,KG
2025-02-11,Jeruk DR,,KG
2025-02-12,Jeruk DR,346,KG
2025-02-13,Jeruk DR,382,KG
2025-02-14,Jeruk DR,,KG
2025-02-15,Jeruk DR,388,KG
2025-02-16,Jeruk DR,240,KG
2025-02-17,Jeruk DR,247,KG
2025-02-18,Jeruk DR,,KG
2025-02-19,Jeruk DR,377,KG
2025-02-20,Jeruk DR,,KG
2025-02-21,Jeruk DR,441,KG
2025-02-22,Jeruk DR,,KG
2025-02-23,Jeruk DR,208,KG
2025-02-24,Jeruk DR,,KG
2025-02-25,Jeruk DR,289,KG
2025-02-26,Jeruk DR,402,KG
2025-02-27,Jeruk DR,438,KG
2025-02-28,Jeruk DR,461,KG
2025-03-01,Jeruk DR,389,KG
2025-03-02,Jeruk DR,235,KG
2025-03-03,Jeruk DR,,KG
2025-03-04,Jeruk DR,278,KG
2025-03-05,Jeruk DR,,KG
2025-03-06,Jeruk DR,407,KG
2025-03-07,Jeruk DR,482,KG
2025-03-08,Jeruk DR,383,KG
2025-03-09,Jeruk DR,238,KG
2025-03-10,Jeruk DR,247,KG
2025-03-11,Jeruk DR,259,KG
2025-03-12,Jeruk DR,357,KG
2025-03-13,Jeruk DR,405,KG
2025-03-14,Jeruk DR,444,KG
2025-03-15,Jeruk DR,,KG
2025-03-16,Jeruk DR,,KG
2025-03-17,Jeruk DR,,KG
2025-03-18,Jeruk DR,,KG
2025-03-19,Jeruk DR,,KG
2025-03-20,Jeruk DR,403,KG
2025-03-21,Jeruk DR,455,KG
2025-03-22,Jeruk DR,,KG
2025-03-23,Jeruk DR,256,KG
2025-03-24,Jeruk DR,256,KG
2025-03-25,Jeruk DR,,KG
2025-03-26,Jeruk DR,397,KG
2025-03-27,Jeruk DR,434,KG
2025-03-28,Jeruk DR,500,KG
2025-03-29,Jeruk DR,444,KG
2025-03-30,Jeruk DR,283,KG
2025-03-31,Jeruk DR,307,KG
2025-04-01,Jeruk DR,275,KG
2025-04-02,Jeruk DR,365,KG
2025-04-03,Jeruk DR,,KG
2025-04-04,Jeruk DR,,KG
2025-04-05,Jeruk DR,398,KG
2025-04-06,Jeruk DR,,KG
2025-04-07,Jeruk DR,273,KG
2025-04-08,Jeruk DR,,KG
2025-04-09,Jeruk DR,,KG
2025-04-10,Jeruk DR,411,KG
2025-04-11,Jeruk DR,470,KG
2025-04-12,Jeruk DR,417,KG
2025-04-13,Jeruk DR,265,KG
2025-04-14,Jeruk DR,,KG
2025-04-15,Jeruk DR,315,KG
2025-04-16,Jeruk DR,375,KG
2025-04-17,Jeruk DR,428,KG
2025-04-18,Jeruk DR,,KG
2025-04-19,Jeruk DR,409,KG
2025-04-20,Jeruk DR,268,KG
2025-04-21,Jeruk DR,278,KG
2025-04-22,Jeruk DR,286,KG
2025-04-23,Jeruk DR,369,KG
2025-04-24,Jeruk DR,424,KG
2025-04-25,Jeruk DR,500,KG
2025-04-26,Jeruk DR,465,KG
2025-04-27,Jeruk DR,318,KG
2025-04-28,Jeruk DR,304,KG
2025-04-29,Jeruk DR,,KG
2025-04-30,Jeruk DR,414,KG
2025-05-01,Jeruk DR,447,KG
2025-05-02,Jeruk DR,489,KG
2025-05-03,Jeruk DR,,KG
2025-05-04,Jeruk DR,286,KG
2025-05-05,Jeruk DR,274,KG
2025-05-06,Jeruk DR,300,KG
2025-05-07,Jeruk DR,,KG
2025-05-08,Jeruk DR,439,KG
2025-05-09,Jeruk DR,481,KG
2025-05-10,Jeruk DR,418,KG
2025-05-11,Jeruk DR,,KG
2025-05-12,Jeruk DR,274,KG
2025-05-13,Jeruk DR,292,KG
2025-05-14,Jeruk DR,374,KG
2025-05-15,Jeruk DR,445,KG
2025-05-16,Jeruk DR,492,KG
2025-05-17,Jeruk DR,430,KG
2025-05-18,Jeruk DR,,KG
2025-05-19,Jeruk DR,,KG
2025-05-20,Jeruk DR,285,KG
2025-05-21,Jeruk DR,380,KG
2025-05-22,Jeruk DR,398,KG
2025-05-23,Jeruk DR,466,KG
2025-05-24,Jeruk DR,428,KG
2025-05-25,Jeruk DR,325,KG
2025-05-26,Jeruk DR,308,KG
2025-05-27,Jeruk DR,347,KG
2025-05-28,Jeruk DR,414,KG
2025-05-29,Jeruk DR,,KG
2025-05-30,Jeruk DR,500,KG
2025-05-31,Jeruk DR,465,KG
2025-06-01,Jeruk DR,273,KG
2025-06-02,Jeruk DR,285,KG
2025-06-03,Jeruk DR,,KG
2025-06-04,Jeruk DR,,KG
2025-06-05,Jeruk DR,,KG
2025-06-06,Jeruk DR,,KG
2025-06-07,Jeruk DR,446,KG
2025-06-08,Jeruk DR,280,KG
2025-06-09,Jeruk DR,271,KG
2025-06-10,Jeruk DR,289,KG
2025-06-11,Jeruk DR,,KG
2025-06-12,Jeruk DR,449,KG
2025-06-13,Jeruk DR,474,KG
2025-06-14,Jeruk DR,431,KG
2025-06-15,Jeruk DR,289,KG
2025-06-16,Jeruk DR,,KG
2025-06-17,Jeruk DR,,KG
2025-06-18,Jeruk DR,368,KG
2025-06-19,Jeruk DR,,KG
2025-06-20,Jeruk DR,460,KG
2025-06-21,Jeruk DR,417,KG
2025-06-22,Jeruk DR,,KG
2025-06-23,Jeruk DR,239,KG
2025-06-24,Jeruk DR,294,KG
2025-06-25,Jeruk DR,,KG
2025-06-26,Jeruk DR,485,KG
2025-06-27,Jeruk DR,,KG
2025-06-28,Jeruk DR,457,KG
2025-06-29,Jeruk DR,311,KG
2025-06-30,Jeruk DR,322,KG
2025-07-01,Jeruk DR,308,KG
2025-07-02,Jeruk DR,393,KG
2025-07-03,Jeruk DR,,KG
2025-07-04,Jeruk DR,,KG
2025-07-05,Jeruk DR,427,KG
2025-07-06,Jeruk DR,274,KG
2025-07-07,Jeruk DR,265,KG
2025-07-08,Jeruk DR,271,KG
2025-07-09,Jeruk DR,393,KG
2025-07-10,Jeruk DR,437,KG
2025-07-11,Jeruk DR,483,KG
2025-07-12,Jeruk DR,423,KG
2025-07-13,Jeruk DR,274,KG
2025-07-14,Jeruk DR,294,KG
2025-07-15,Jeruk DR,293,KG
2025-07-16,Jeruk DR,381,KG
2025-07-17,Jeruk DR,402,KG
2025-07-18,Jeruk DR,456,KG
2025-07-19,Jeruk DR,,KG
2025-07-20,Jeruk DR,262,KG
2025-07-21,Jeruk DR,273,KG
2025-07-22,Jeruk DR,,KG
2025-07-23,Jeruk DR,,KG
2025-07-24,Jeruk DR,427,KG
2025-07-25,Jeruk DR,500,KG
2025-07-26,Jeruk DR,461,KG
2025-07-27,Jeruk DR,,KG
2025-07-28,Jeruk DR,280,KG
2025-07-29,Jeruk DR,323,KG
2025-07-30,Jeruk DR,400,KG
2025-07-31,Jeruk DR,456,KG
2025-08-01,Jeruk DR,481,KG
2025-08-02,Jeruk DR,,KG
2025-08-03,Jeruk DR,252,KG
2025-08-04,Jeruk DR,270,KG
2025-08-05,Jeruk DR,302,KG
2025-08-06,Jeruk DR,390,KG
2025-08-07,Jeruk DR,,KG
2025-08-08,Jeruk DR,,KG
2025-08-09,Jeruk DR,427,KG
2025-08-10,Jeruk DR,265,KG
2025-08-11,Jeruk DR,260,KG
2025-08-12,Jeruk DR,270,KG
2025-08-13,Jeruk DR,367,KG
2025-08-14,Jeruk DR,420,KG
2025-08-15,Jeruk DR,467,KG
2025-08-16,Jeruk DR,382,KG
2025-08-17,Jeruk DR,234,KG
2025-08-18,Jeruk DR,237,KG
2025-08-19,Jeruk DR,,KG
2025-08-20,Jeruk DR,,KG
2025-08-21,Jeruk DR,,KG
2025-08-22,Jeruk DR,,KG
2025-08-23,Jeruk DR,408,KG
2025-08-24,Jeruk DR,278,KG
2025-08-25,Jeruk DR,294,KG
2025-08-26,Jeruk DR,326,KG
2025-08-27,Jeruk DR,400,KG
2025-08-28,Jeruk DR,462,KG
2025-08-29,Jeruk DR,,KG
2025-08-30,Jeruk DR,444,KG
2025-08-31,Jeruk DR,300,KG
2025-09-01,Jeruk DR,278,KG
2025-09-02,Jeruk DR,282,KG
2025-09-03,Jeruk DR,369,KG
2025-09-04,Jeruk DR,415,KG
2025-09-05,Jeruk DR,458,KG
2025-09-06,Jeruk DR,399,KG
2025-09-07,Jeruk DR,237,KG
2025-09-08,Jeruk DR,257,KG
2025-09-09,Jeruk DR,274,KG
2025-09-10,Jeruk DR,,KG
2025-09-11,Jeruk DR,414,KG
2025-09-12,Jeruk DR,441,KG
2025-09-13,Jeruk DR,,KG
2025-09-14,Jeruk DR,244,KG
2025-09-15,Jeruk DR,243,KG
2025-09-16,Jeruk DR,267,KG
2025-09-17,Jeruk DR,353,KG
2025-09-18,Jeruk DR,397,KG
2025-09-19,Jeruk DR,,KG
2025-09-20,Jeruk DR,437,KG
2025-09-21,Jeruk DR,,KG
2025-09-22,Jeruk DR,262,KG
2025-09-23,Jeruk DR,255,KG
2025-09-24,Jeruk DR,355,KG
2025-09-25,Jeruk DR,,KG
2025-09-26,Jeruk DR,483,KG
2025-09-27,Jeruk DR,418,KG
2025-09-28,Jeruk DR,277,KG
2025-09-29,Jeruk DR,305,KG
2025-09-30,Jeruk DR,,KG
2025-10-01,Jeruk DR,350,KG
2025-10-02,Jeruk DR,410,KG
2025-10-03,Jeruk DR,438,KG
2025-10-04,Jeruk DR,,KG
2025-10-05,Jeruk DR,253,KG
2025-10-06,Jeruk DR,236,KG
2025-10-07,Jeruk DR,,KG
2025-10-08,Jeruk DR,349,KG
2025-10-09,Jeruk DR,416,KG
2025-10-10,Jeruk DR,461,KG
2025-10-11,Jeruk DR,,KG
2025-10-12,Jeruk DR,251,KG
2025-10-13,Jeruk DR,249,KG
2025-10-14,Jeruk DR,,KG
2025-10-15,Jeruk DR,354,KG
2025-10-16,Jeruk DR,412,KG
2025-10-17,Jeruk DR,,KG
2025-10-18,Jeruk DR,399,KG
2025-10-19,Jeruk DR,218,KG
2025-10-20,Jeruk DR,233,KG
2025-10-21,Jeruk DR,243,KG
2025-10-22,Jeruk DR,338,KG
2025-10-23,Jeruk DR,413,KG
2025-10-24,Jeruk DR,455,KG
2025-10-25,Jeruk DR,434,KG
2025-10-26,Jeruk DR,271,KG
2025-10-27,Jeruk DR,,KG
2025-10-28,Jeruk DR,276,KG
2025-10-29,Jeruk DR,377,KG
2025-10-30,Jeruk DR,428,KG
2025-10-31,Jeruk DR,,KG
2025-11-01,Jeruk DR,,KG
2025-11-02,Jeruk DR,271,KG
2025-11-03,Jeruk DR,246,KG
2025-11-04,Jeruk DR,,KG
2025-11-05,Jeruk DR,346,KG
2025-11-06,Jeruk DR,413,KG
2025-11-07,Jeruk DR,,KG
2025-11-08,Jeruk DR,404,KG
2025-11-09,Jeruk DR,238,KG
2025-11-10,Jeruk DR,238,KG
2025-11-11,Jeruk DR,271,KG
2025-11-12,Jeruk DR,325,KG
2025-11-13,Jeruk DR,402,KG
2025-11-14,Jeruk DR,446,KG
2025-11-15,Jeruk DR,,KG
2025-11-16,Jeruk DR,,KG
2025-11-17,Jeruk DR,251,KG
2025-11-18,Jeruk DR,256,KG
2025-11-19,Jeruk DR,326,KG
2025-11-20,Jeruk DR,379,KG
2025-11-21,Jeruk DR,432,KG
2025-11-22,Jeruk DR,382,KG
2025-11-23,Jeruk DR,242,KG
2025-11-24,Jeruk DR,224,KG
2025-11-25,Jeruk DR,,KG
2025-11-26,Jeruk DR,390,KG
2025-11-27,Jeruk DR,431,KG
2025-11-28,Jeruk DR,480,KG
2025-11-29,Jeruk DR,410,KG
2025-11-30,Jeruk DR,,KG
2025-12-01,Jeruk DR,236,KG
2025-12-02,Jeruk DR,253,KG
2025-12-03,Jeruk DR,339,KG
2025-12-04,Jeruk DR,393,KG
2025-12-05,Jeruk DR,409,KG
2025-12-06,Jeruk DR,384,KG
2025-12-07,Jeruk DR,,KG
2025-12-08,Jeruk DR,214,KG
2025-12-09,Jeruk DR,248,KG
2025-12-10,Jeruk DR,346,KG
2025-12-11,Jeruk DR,,KG
2025-12-12,Jeruk DR,,KG
2025-12-13,Jeruk DR,395,KG
2025-12-14,Jeruk DR,237,KG
2025-12-15,Jeruk DR,260,KG
2025-12-16,Jeruk DR,263,KG
2025-12-17,Jeruk DR,350,KG
2025-12-18,Jeruk DR,,KG
2025-12-19,Jeruk DR,428,KG
2025-12-20,Jeruk DR,,KG
2025-12-21,Jeruk DR,,KG
2025-12-22,Jeruk DR,241,KG
2025-12-23,Jeruk DR,256,KG
2025-12-24,Jeruk DR,337,KG
2025-12-25,Jeruk DR,,KG
2025-12-26,Jeruk DR,487,KG
2025-12-27,Jeruk DR,400,KG
2025-12-28,Jeruk DR,,KG
2025-12-29,Jeruk DR,263,KG
2025-12-30,Jeruk DR,,KG
2025-12-31,Jeruk DR,393,KG
2026-01-01,Jeruk DR,394,KG
2026-01-02,Jeruk DR,,KG
2026-01-03,Jeruk DR,397,KG
2026-01-04,Jeruk DR,247,KG
2026-01-05,Jeruk DR,,KG
2026-01-06,Jeruk DR,265,KG
2026-01-07,Jeruk DR,339,KG
2026-01-08,Jeruk DR,376,KG
2026-01-09,Jeruk DR,447,KG
2026-01-10,Jeruk DR,390,KG
2026-01-11,Jeruk DR,,KG
2026-01-12,Jeruk DR,256,KG
2026-01-13,Jeruk DR,274,KG
2026-01-14,Jeruk DR,336,KG
2026-01-15,Jeruk DR,397,KG
2026-01-16,Jeruk DR,459,KG
