Tanggal,Produk,Jumlah,Satuan
2024-04-03,Ayam Fillet,181,KG
2024-04-04,Ayam Fillet,197,KG
2024-04-05,Ayam Fillet,211,KG
2024-04-06,Ayam Fillet,,KG
2024-04-07,Ayam Fillet,,KG
2024-04-08,Ayam Fillet,174,KG
2024-04-09,Ayam Fillet,178,KG
2024-04-10,Ayam Fillet,195,KG
2024-04-11,Ayam Fillet,206,KG
2024-04-12,Ayam Fillet,222,KG
2024-04-13,Ayam Fillet,220,KG
2024-04-14,Ayam Fillet,,KG
2024-04-15,Ayam Fillet,166,KG
2024-04-16,Ayam Fillet,,KG
2024-04-17,Ayam Fillet,187,KG
2024-04-18,Ayam Fillet,206,KG
2024-04-19,Ayam Fillet,220,KG
2024-04-20,Ayam Fillet,216,KG
2024-04-21,Ayam Fillet,155,KG
2024-04-22,Ayam Fillet,176,KG
2024-04-23,Ayam Fillet,178,KG
2024-04-24,Ayam Fillet,196,KG
2024-04-25,Ayam Fillet,,KG
2024-04-26,Ayam Fillet,222,KG
2024-04-27,Ayam Fillet,222,KG
2024-04-28,Ayam Fillet,,KG
2024-04-29,Ayam Fillet,189,KG
2024-04-30,Ayam Fillet,196,KG
2024-05-01,Ayam Fillet,188,KG
2024-05-02,Ayam Fillet,205,KG
2024-05-03,Ayam Fillet,222,KG
2024-05-04,Ayam Fillet,216,KG
2024-05-05,Ayam Fillet,163,KG
2024-05-06,Ayam Fillet,179,KG
2024-05-07,Ayam Fillet,183,KG
2024-05-08,Ayam Fillet,195,KG
2024-05-09,Ayam Fillet,,KG
2024-05-10,Ayam Fillet,222,KG
2024-05-11,Ayam Fillet,218,KG
2024-05-12,Ayam Fillet,164,KG
2024-05-13,Ayam Fillet,179,KG
2024-05-14,Ayam Fillet,186,KG
2024-05-15,Ayam Fillet,200,KG
2024-05-16,Ayam Fillet,215,KG
2024-05-17,Ayam Fillet,222,KG
2024-05-18,Ayam Fillet,218,KG
2024-05-19,Ayam Fillet,168,KG
2024-05-20,Ayam Fillet,182,KG
2024-05-21,Ayam Fillet,180,KG
2024-05-22,Ayam Fillet,184,KG
2024-05-23,Ayam Fillet,,KG
2024-05-24,Ayam Fillet,222,KG
2024-05-25,Ayam Fillet,222,KG
2024-05-26,Ayam Fillet,181,KG
2024-05-27,Ayam Fillet,,KG
2024-05-28,Ayam Fillet,193,KG
2024-05-29,Ayam Fillet,211,KG
2024-05-30,Ayam Fillet,218,KG
2024-05-31,Ayam Fillet,222,KG
2024-06-01,Ayam Fillet,220,KG
2024-06-02,Ayam Fillet,166,KG
2024-06-03,Ayam Fillet,180,KG
2024-06-04,Ayam Fillet,182,KG
2024-06-05,Ayam Fillet,196,KG
2024-06-06,Ayam Fillet,202,KG
2024-06-07,Ayam Fillet,222,KG
2024-06-08,Ayam Fillet,,KG
2024-06-09,Ayam Fillet,,KG
2024-06-10,Ayam Fillet,,KG
2024-06-11,Ayam Fillet,,KG
2024-06-12,Ayam Fillet,193,KG
2024-06-13,Ayam Fillet,209,KG
2024-06-14,Ayam Fillet,222,KG
2024-06-15,Ayam Fillet,,KG
2024-06-16,Ayam Fillet,164,KG
2024-06-17,Ayam Fillet,,KG
2024-06-18,Ayam Fillet,183,KG
2024-06-19,Ayam Fillet,201,KG
2024-06-20,Ayam Fillet,210,KG
2024-06-21,Ayam Fillet,222,KG
2024-06-22,Ayam Fillet,222,KG
2024-06-23,Ayam Fillet,168,KG
2024-06-24,Ayam Fillet,,KG
2024-06-25,Ayam Fillet,199,KG
2024-06-26,Ayam Fillet,205,KG
2024-06-27,Ayam Fillet,222,KG
2024-06-28,Ayam Fillet,222,KG
2024-06-29,Ayam Fillet,222,KG
2024-06-30,Ayam Fillet,172,KG
2024-07-01,Ayam Fillet,185,KG
2024-07-02,Ayam Fillet,180,KG
2024-07-03,Ayam Fillet,189,KG
2024-07-04,Ayam Fillet,208,KG
2024-07-05,Ayam Fillet,222,KG
2024-07-06,Ayam Fillet,217,KG
2024-07-07,Ayam Fillet,,KG
2024-07-08,Ayam Fillet,179,KG
2024-07-09,Ayam Fillet,,KG
2024-07-10,Ayam Fillet,189,KG
2024-07-11,Ayam Fillet,205,KG
2024-07-12,Ayam Fillet,219,KG
2024-07-13,Ayam Fillet,203,KG
2024-07-14,Ayam Fillet,156,KG
2024-07-15,Ayam Fillet,,KG
2024-07-16,Ayam Fillet,178,KG
2024-07-17,Ayam Fillet,194,KG
2024-07-18,Ayam Fillet,209,KG
2024-07-19,Ayam Fillet,222,KG
2024-07-20,Ayam Fillet,215,KG
2024-07-21,Ayam Fillet,158,KG
2024-07-22,Ayam Fillet,176,KG
2024-07-23,Ayam Fillet,176,KG
2024-07-24,Ayam Fillet,,KG
2024-07-25,Ayam Fillet,215,KG
2024-07-26,Ayam Fillet,,KG
2024-07-27,Ayam Fillet,221,KG
2024-07-28,Ayam Fillet,169,KG
2024-07-29,Ayam Fillet,180,KG
2024-07-30,Ayam Fillet,187,KG
2024-07-31,Ayam Fillet,,KG
2024-08-01,Ayam Fillet,,KG
2024-08-02,Ayam Fillet,220,KG
2024-08-03,Ayam Fillet,209,KG
2024-08-04,Ayam Fillet,152,KG
2024-08-05,Ayam Fillet,,KG
2024-08-06,Ayam Fillet,173,KG
2024-08-07,Ayam Fillet,,KG
2024-08-08,Ayam Fillet,200,KG
2024-08-09,Ayam Fillet,214,KG
2024-08-10,Ayam Fillet,,KG
2024-08-11,Ayam Fillet,153,KG
2024-08-12,Ayam Fillet,,KG
2024-08-13,Ayam Fillet,171,KG
2024-08-14,Ayam Fillet,191,KG
2024-08-15,Ayam Fillet,202,KG
2024-08-16,Ayam Fillet,,KG
2024-08-17,Ayam Fillet,201,KG
2024-08-18,Ayam Fillet,155,KG
2024-08-19,Ayam Fillet,,KG
2024-08-20,Ayam Fillet,173,KG
2024-08-21,Ayam Fillet,181,KG
2024-08-22,Ayam Fillet,194,KG
2024-08-23,Ayam Fillet,,KG
2024-08-24,Ayam Fillet,199,KG
2024-08-25,Ayam Fillet,,KG
2024-08-26,Ayam Fillet,171,KG
2024-08-27,Ayam Fillet,178,KG
2024-08-28,Ayam Fillet,186,KG
2024-08-29,Ayam Fillet,,KG
2024-08-30,Ayam Fillet,,KG
2024-08-31,Ayam Fillet,212,KG
2024-09-01,Ayam Fillet,149,KG
2024-09-02,Ayam Fillet,163,KG
2024-09-03,Ayam Fillet,164,KG
2024-09-04,Ayam Fillet,,KG
2024-09-05,Ayam Fillet,184,KG
2024-09-06,Ayam Fillet,204,KG
2024-09-07,Ayam Fillet,208,KG
2024-09-08,Ayam Fillet,151,KG
2024-09-09,Ayam Fillet,158,KG
2024-09-10,Ayam Fillet,162,KG
2024-09-11,Ayam Fillet,,KG
2024-09-12,Ayam Fillet,,KG
2024-09-13,Ayam Fillet,,KG
2024-09-14,Ayam Fillet,195,KG
2024-09-15,Ayam Fillet,143,KG
2024-09-16,Ayam Fillet,,KG
2024-09-17,Ayam Fillet,155,KG
2024-09-18,Ayam Fillet,167,KG
2024-09-19,Ayam Fillet,188,KG
2024-09-20,Ayam Fillet,200,KG
2024-09-21,Ayam Fillet,194,KG
2024-09-22,Ayam Fillet,143,KG
2024-09-23,Ayam Fillet,155,KG
2024-09-24,Ayam Fillet,148,KG
2024-09-25,Ayam Fillet,,KG
2024-09-26,Ayam Fillet,194,KG
2024-09-27,Ayam Fillet,210,KG
2024-09-28,Ayam Fillet,205,KG
2024-09-29,Ayam Fillet,149,KG
2024-09-30,Ayam Fillet,,KG
2024-10-01,Ayam Fillet,,KG
2024-10-02,Ayam Fillet,,KG
2024-10-03,Ayam Fillet,,KG
2024-10-04,Ayam Fillet,197,KG
2024-10-05,Ayam Fillet,,KG
2024-10-06,Ayam Fillet,135,KG
2024-10-07,Ayam Fillet,149,KG
2024-10-08,Ayam Fillet,155,KG
2024-10-09,Ayam Fillet,165,KG
2024-10-10,Ayam Fillet,177,KG
2024-10-11,Ayam Fillet,190,KG
2024-10-12,Ayam Fillet,187,KG
2024-10-13,Ayam Fillet,135,KG
2024-10-14,Ayam Fillet,149,KG
2024-10-15,Ayam Fillet,,KG
2024-10-16,Ayam Fillet,,KG
2024-10-17,Ayam Fillet,,KG
2024-10-18,Ayam Fillet,193,KG
2024-10-19,Ayam Fillet,185,KG
2024-10-20,Ayam Fillet,129,KG
2024-10-21,Ayam Fillet,149,KG
2024-10-22,Ayam Fillet,,KG
2024-10-23,Ayam Fillet,164,KG
2024-10-24,Ayam Fillet,177,KG
2024-10-25,Ayam Fillet,206,KG
2024-10-26,Ayam Fillet,,KG
2024-10-27,Ayam Fillet,,KG
2024-10-28,Ayam Fillet,,KG
2024-10-29,Ayam Fillet,156,KG
2024-10-30,Ayam Fillet,171,KG
2024-10-31,Ayam Fillet,187,KG
2024-11-01,Ayam Fillet,192,KG
2024-11-02,Ayam Fillet,,KG
2024-11-03,Ayam Fillet,130,KG
2024-11-04,Ayam Fillet,139,KG
2024-11-05,Ayam Fillet,145,KG
2024-11-06,Ayam Fillet,156,KG
2024-11-07,Ayam Fillet,167,KG
2024-11-08,Ayam Fillet,187,KG
2024-11-09,Ayam Fillet,,KG
2024-11-10,Ayam Fillet,132,KG
2024-11-11,Ayam Fillet,140,KG
2024-11-12,Ayam Fillet,,KG
2024-11-13,Ayam Fillet,158,KG
2024-11-14,Ayam Fillet,170,KG
2024-11-15,Ayam Fillet,191,KG
2024-11-16,Ayam Fillet,182,KG
2024-11-17,Ayam Fillet,129,KG
2024-11-18,Ayam Fillet,142,KG
2024-11-19,Ayam Fillet,,KG
2024-11-20,Ayam Fillet,,KG
2024-11-21,Ayam Fillet,168,KG
2024-11-22,Ayam Fillet,183,KG
2024-11-23,Ayam Fillet,177,KG
2024-11-24,Ayam Fillet,125,KG
2024-11-25,Ayam Fillet,156,KG
2024-11-26,Ayam Fillet,155,KG
2024-11-27,Ayam Fillet,168,KG
2024-11-28,Ayam Fillet,185,KG
2024-11-29,Ayam Fillet,202,KG
2024-11-30,Ayam Fillet,196,KG
2024-12-01,Ayam Fillet,132,KG
2024-12-02,Ayam Fillet,141,KG
2024-12-03,Ayam Fillet,146,KG
2024-12-04,Ayam Fillet,156,KG
2024-12-05,Ayam Fillet,170,KG
2024-12-06,Ayam Fillet,187,KG
2024-12-07,Ayam Fillet,185,KG
2024-12-08,Ayam Fillet,128,KG
2024-12-09,Ayam Fillet,145,KG
2024-12-10,Ayam Fillet,147,KG
2024-12-11,Ayam Fillet,156,KG
2024-12-12,Ayam Fillet,,KG
2024-12-13,Ayam Fillet,188,KG
2024-12-14,Ayam Fillet,197,KG
2024-12-15,Ayam Fillet,132,KG
2024-12-16,Ayam Fillet,,KG
2024-12-17,Ayam Fillet,149,KG
2024-12-18,Ayam Fillet,160,KG
2024-12-19,Ayam Fillet,173,KG
2024-12-20,Ayam Fillet,183,KG
2024-12-21,Ayam Fillet,181,KG
2024-12-22,Ayam Fillet,127,KG
2024-12-23,Ayam Fillet,144,KG
2024-12-24,Ayam Fillet,148,KG
2024-12-25,Ayam Fillet,,KG
2024-12-26,Ayam Fillet,192,KG
2024-12-27,Ayam Fillet,,KG
2024-12-28,Ayam Fillet,205,KG
2024-12-29,Ayam Fillet,144,KG
2024-12-30,Ayam Fillet,152,KG
2024-12-31,Ayam Fillet,157,KG
2025-01-01,Ayam Fillet,165,KG
2025-01-02,Ayam Fillet,181,KG
2025-01-03,Ayam Fillet,193,KG
2025-01-04,Ayam Fillet,,KG
2025-01-05,Ayam Fillet,135,KG
2025-01-06,Ayam Fillet,148,KG
2025-01-07,Ayam Fillet,153,KG
2025-01-08,Ayam Fillet,,KG
2025-01-09,Ayam Fillet,,KG
2025-01-10,Ayam Fillet,190,KG
2025-01-11,Ayam Fillet,183,KG
2025-01-12,Ayam Fillet,132,KG
2025-01-13,Ayam Fillet,146,KG
2025-01-14,Ayam Fillet,,KG
2025-01-15,Ayam Fillet,,KG
2025-01-16,Ayam Fillet,181,KG
2025-01-17,Ayam Fillet,,KG
2025-01-18,Ayam Fillet,190,KG
2025-01-19,Ayam Fillet,135,KG
2025-01-20,Ayam Fillet,153,KG
2025-01-21,Ayam Fillet,,KG
2025-01-22,Ayam Fillet,168,KG
2025-01-23,Ayam Fillet,182,KG
2025-01-24,Ayam Fillet,200,KG
2025-01-25,Ayam Fillet,199,KG
2025-01-26,Ayam Fillet,146,KG
2025-01-27,Ayam Fillet,,KG
2025-01-28,Ayam Fillet,,KG
2025-01-29,Ayam Fillet,,KG
2025-01-30,Ayam Fillet,,KG
2025-01-31,Ayam Fillet,212,KG
2025-02-01,Ayam Fillet,197,KG
2025-02-02,Ayam Fillet,140,KG
2025-02-03,Ayam Fillet,155,KG
2025-02-04,Ayam Fillet,157,KG
2025-02-05,Ayam Fillet,170,KG
2025-02-06,Ayam Fillet,182,KG
2025-02-07,Ayam Fillet,,KG
2025-02-08,Ayam Fillet,,KG
2025-02-09,Ayam Fillet,148,KG
2025-02-10,Ayam Fillet,,KG
2025-02-11,Ayam Fillet,161,KG
2025-02-12,Ayam Fillet,178,KG
2025-02-13,Ayam Fillet,204,KG
2025-02-14,Ayam Fillet,,KG
2025-02-15,Ayam Fillet,194,KG
2025-02-16,Ayam Fillet,142,KG
2025-02-17,Ayam Fillet,169,KG
2025-02-18,Ayam Fillet,,KG
2025-02-19,Ayam Fillet,193,KG
2025-02-20,Ayam Fillet,,KG
2025-02-21,Ayam Fillet,212,KG
2025-02-22,Ayam Fillet,,KG
2025-02-23,Ayam Fillet,146,KG
2025-02-24,Ayam Fillet,,KG
2025-02-25,Ayam Fillet,179,KG
2025-02-26,Ayam Fillet,,KG
2025-02-27,Ayam Fillet,202,KG
2025-02-28,Ayam Fillet,217,KG
2025-03-01,Ayam Fillet,,KG
2025-03-02,Ayam Fillet,152,KG
2025-03-03,Ayam Fillet,164,KG
2025-03-04,Ayam Fillet,179,KG
2025-03-05,Ayam Fillet,,KG
2025-03-06,Ayam Fillet,198,KG
2025-03-07,Ayam Fillet,,KG
2025-03-08,Ayam Fillet,,KG
2025-03-09,Ayam Fillet,147,KG
2025-03-10,Ayam Fillet,,KG
2025-03-11,Ayam Fillet,172,KG
2025-03-12,Ayam Fillet,,KG
2025-03-13,Ayam Fillet,195,KG
2025-03-14,Ayam Fillet,210,KG
2025-03-15,Ayam Fillet,205,KG
2025-03-16,Ayam Fillet,154,KG
2025-03-17,Ayam Fillet,172,KG
2025-03-18,Ayam Fillet,171,KG
2025-03-19,Ayam Fillet,186,KG
2025-03-20,Ayam Fillet,200,KG
2025-03-21,Ayam Fillet,222,KG
2025-03-22,Ayam Fillet,214,KG
2025-03-23,Ayam Fillet,164,KG
2025-03-24,Ayam Fillet,,KG
2025-03-25,Ayam Fillet,,KG
2025-03-26,Ayam Fillet,200,KG
2025-03-27,Ayam Fillet,,KG
2025-03-28,Ayam Fillet,222,KG
2025-03-29,Ayam Fillet,,KG
2025-03-30,Ayam Fillet,164,KG
2025-03-31,Ayam Fillet,,KG
2025-04-01,Ayam Fillet,180,KG
2025-04-02,Ayam Fillet,189,KG
2025-04-03,Ayam Fillet,,KG
2025-04-04,Ayam Fillet,221,KG
2025-04-05,Ayam Fillet,216,KG
2025-04-06,Ayam Fillet,161,KG
2025-04-07,Ayam Fillet,174,KG
2025-04-08,Ayam Fillet,,KG
2025-04-09,Ayam Fillet,193,KG
2025-04-10,Ayam Fillet,208,KG
2025-04-11,Ayam Fillet,222,KG
2025-04-12,Ayam Fillet,217,KG
2025-04-13,Ayam Fillet,160,KG
2025-04-14,Ayam Fillet,,KG
2025-04-15,Ayam Fillet,192,KG
2025-04-16,Ayam Fillet,,KG
2025-04-17,Ayam Fillet,213,KG
2025-04-18,Ayam Fillet,,KG
2025-04-19,Ayam Fillet,213,KG
2025-04-20,Ayam Fillet,163,KG
2025-04-21,Ayam Fillet,177,KG
2025-04-22,Ayam Fillet,182,KG
2025-04-23,Ayam Fillet,194,KG
2025-04-24,Ayam Fillet,211,KG
2025-04-25,Ayam Fillet,,KG
2025-04-26,Ayam Fillet,222,KG
2025-04-27,Ayam Fillet,179,KG
2025-04-28,Ayam Fillet,,KG
2025-04-29,Ayam Fillet,192,KG
2025-04-30,Ayam Fillet,,KG
2025-05-01,Ayam Fillet,,KG
2025-05-02,Ayam Fillet,222,KG
2025-05-03,Ayam Fillet,222,KG
2025-05-04,Ayam Fillet,179,KG
2025-05-05,Ayam Fillet,190,KG
2025-05-06,Ayam Fillet,179,KG
2025-05-07,Ayam Fillet,199,KG
2025-05-08,Ayam Fillet,213,KG
2025-05-09,Ayam Fillet,222,KG
2025-05-10,Ayam Fillet,218,KG
2025-05-11,Ayam Fillet,170,KG
2025-05-12,Ayam Fillet,,KG
2025-05-13,Ayam Fillet,189,KG
2025-05-14,Ayam Fillet,198,KG
2025-05-15,Ayam Fillet,,KG
2025-05-16,Ayam Fillet,222,KG
2025-05-17,Ayam Fillet,222,KG
2025-05-18,Ayam Fillet,,KG
2025-05-19,Ayam Fillet,178,KG
2025-05-20,Ayam Fillet,182,KG
2025-05-21,Ayam Fillet,199,KG
2025-05-22,Ayam Fillet,,KG
2025-05-23,Ayam Fillet,,KG
2025-05-24,Ayam Fillet,222,KG
2025-05-25,Ayam Fillet,182,KG
2025-05-26,Ayam Fillet,195,KG
2025-05-27,Ayam Fillet,200,KG
2025-05-28,Ayam Fillet,213,KG
2025-05-29,Ayam Fillet,,KG
2025-05-30,Ayam Fillet,222,KG
2025-05-31,Ayam Fillet,222,KG
2025-06-01,Ayam Fillet,171,KG
2025-06-02,Ayam Fillet,183,KG
2025-06-03,Ayam Fillet,,KG
2025-06-04,Ayam Fillet,199,KG
2025-06-05,Ayam Fillet,215,KG
2025-06-06,Ayam Fillet,222,KG
2025-06-07,Ayam Fillet,222,KG
2025-06-08,Ayam Fillet,170,KG
2025-06-09,Ayam Fillet,187,KG
2025-06-10,Ayam Fillet,187,KG
2025-06-11,Ayam Fillet,196,KG
2025-06-12,Ayam Fillet,214,KG
2025-06-13,Ayam Fillet,222,KG
2025-06-14,Ayam Fillet,,KG
2025-06-15,Ayam Fillet,,KG
2025-06-16,Ayam Fillet,187,KG
2025-06-17,Ayam Fillet,191,KG
2025-06-18,Ayam Fillet,201,KG
2025-06-19,Ayam Fillet,218,KG
2025-06-20,Ayam Fillet,221,KG
2025-06-21,Ayam Fillet,220,KG
2025-06-22,Ayam Fillet,173,KG
2025-06-23,Ayam Fillet,,KG
2025-06-24,Ayam Fillet,,KG
2025-06-25,Ayam Fillet,213,KG
2025-06-26,Ayam Fillet,221,KG
2025-06-27,Ayam Fillet,222,KG
2025-06-28,Ayam Fillet,,KG
2025-06-29,Ayam Fillet,,KG
2025-06-30,Ayam Fillet,194,KG
2025-07-01,Ayam Fillet,188,KG
2025-07-02,Ayam Fillet,199,KG
2025-07-03,Ayam Fillet,211,KG
2025-07-04,Ayam Fillet,,KG
2025-07-05,Ayam Fillet,222,KG
2025-07-06,Ayam Fillet,172,KG
2025-07-07,Ayam Fillet,187,KG
2025-07-08,Ayam Fillet,192,KG
2025-07-09,Ayam Fillet,,KG
2025-07-10,Ayam Fillet,215,KG
2025-07-11,Ayam Fillet,222,KG
2025-07-12,Ayam Fillet,220,KG
2025-07-13,Ayam Fillet,168,KG
2025-07-14,Ayam Fillet,183,KG
2025-07-15,Ayam Fillet,,KG
2025-07-16,Ayam Fillet,198,KG
2025-07-17,Ayam Fillet,,KG
2025-07-18,Ayam Fillet,222,KG
2025-07-19,Ayam Fillet,220,KG
2025-07-20,Ayam Fillet,174,KG
2025-07-21,Ayam Fillet,,KG
2025-07-22,Ayam Fillet,183,KG
2025-07-23,Ayam Fillet,198,KG
2025-07-24,Ayam Fillet,207,KG
2025-07-25,Ayam Fillet,,KG
2025-07-26,Ayam Fillet,,KG
2025-07-27,Ayam Fillet,,KG
2025-07-28,Ayam Fillet,189,KG
2025-07-29,Ayam Fillet,192,KG
2025-07-30,Ayam Fillet,,KG
2025-07-31,Ayam Fillet,221,KG
2025-08-01,Ayam Fillet,,KG
2025-08-02,Ayam Fillet,212,KG
2025-08-03,Ayam Fillet,158,KG
2025-08-04,Ayam Fillet,,KG
2025-08-05,Ayam Fillet,,KG
2025-08-06,Ayam Fillet,179,KG
2025-08-07,Ayam Fillet,203,KG
2025-08-08,Ayam Fillet,222,KG
2025-08-09,Ayam Fillet,211,KG
2025-08-10,Ayam Fillet,155,KG
2025-08-11,Ayam Fillet,170,KG
2025-08-12,Ayam Fillet,,KG
2025-08-13,Ayam Fillet,188,KG
2025-08-14,Ayam Fillet,207,KG
2025-08-15,Ayam Fillet,,KG
2025-08-16,Ayam Fillet,213,KG
2025-08-17,Ayam Fillet,162,KG
2025-08-18,Ayam Fillet,,KG
2025-08-19,Ayam Fillet,176,KG
2025-08-20,Ayam Fillet,187,KG
2025-08-21,Ayam Fillet,193,KG
2025-08-22,Ayam Fillet,208,KG
2025-08-23,Ayam Fillet,,KG
2025-08-24,Ayam Fillet,151,KG
2025-08-25,Ayam Fillet,177,KG
2025-08-26,Ayam Fillet,,KG
2025-08-27,Ayam Fillet,196,KG
2025-08-28,Ayam Fillet,,KG
2025-08-29,Ayam Fillet,,KG
2025-08-30,Ayam Fillet,217,KG
2025-08-31,Ayam Fillet,159,KG
2025-09-01,Ayam Fillet,162,KG
2025-09-02,Ayam Fillet,,KG
2025-09-03,Ayam Fillet,184,KG
2025-09-04,Ayam Fillet,199,KG
2025-09-05,Ayam Fillet,214,KG
2025-09-06,Ayam Fillet,208,KG
2025-09-07,Ayam Fillet,158,KG
2025-09-08,Ayam Fillet,,KG
2025-09-09,Ayam Fillet,171,KG
2025-09-10,Ayam Fillet,180,KG
2025-09-11,Ayam Fillet,195,KG
2025-09-12,Ayam Fillet,212,KG
2025-09-13,Ayam Fillet,202,KG
2025-09-14,Ayam Fillet,148,KG
2025-09-15,Ayam Fillet,164,KG
2025-09-16,Ayam Fillet,170,KG
2025-09-17,Ayam Fillet,181,KG
2025-09-18,Ayam Fillet,196,KG
2025-09-19,Ayam Fillet,,KG
2025-09-20,Ayam Fillet,203,KG
2025-09-21,Ayam Fillet,140,KG
2025-09-22,Ayam Fillet,160,KG
2025-09-23,Ayam Fillet,159,KG
2025-09-24,Ayam Fillet,171,KG
2025-09-25,Ayam Fillet,,KG
2025-09-26,Ayam Fillet,211,KG
2025-09-27,Ayam Fillet,,KG
2025-09-28,Ayam Fillet,153,KG
2025-09-29,Ayam Fillet,166,KG
2025-09-30,Ayam Fillet,,KG
2025-10-01,Ayam Fillet,174,KG
2025-10-02,Ayam Fillet,,KG
2025-10-03,Ayam Fillet,,KG
2025-10-04,Ayam Fillet,193,KG
2025-10-05,Ayam Fillet,141,KG
2025-10-06,Ayam Fillet,156,KG
2025-10-07,Ayam Fillet,159,KG
2025-10-08,Ayam Fillet,166,KG
2025-10-09,Ayam Fillet,181,KG
2025-10-10,Ayam Fillet,191,KG
2025-10-11,Ayam Fillet,189,KG
2025-10-12,Ayam Fillet,138,KG
2025-10-13,Ayam Fillet,,KG
2025-10-14,Ayam Fillet,152,KG
2025-10-15,Ayam Fillet,,KG
2025-10-16,Ayam Fillet,179,KG
2025-10-17,Ayam Fillet,,KG
2025-10-18,Ayam Fillet,193,KG
2025-10-19,Ayam Fillet,,KG
2025-10-20,Ayam Fillet,150,KG
2025-10-21,Ayam Fillet,,KG
2025-10-22,Ayam Fillet,,KG
2025-10-23,Ayam Fillet,,KG
2025-10-24,Ayam Fillet,199,KG
2025-10-25,Ayam Fillet,198,KG
2025-10-26,Ayam Fillet,,KG
2025-10-27,Ayam Fillet,,KG
2025-10-28,Ayam Fillet,169,KG
2025-10-29,Ayam Fillet,,KG
2025-10-30,Ayam Fillet,187,KG
2025-10-31,Ayam Fillet,208,KG
2025-11-01,Ayam Fillet,192,KG
2025-11-02,Ayam Fillet,135,KG
2025-11-03,Ayam Fillet,152,KG
2025-11-04,Ayam Fillet,152,KG
2025-11-05,Ayam Fillet,,KG
2025-11-06,Ayam Fillet,,KG
2025-11-07,Ayam Fillet,191,KG
2025-11-08,Ayam Fillet,191,KG
2025-11-09,Ayam Fillet,,KG
2025-11-10,Ayam Fillet,,KG
2025-11-11,Ayam Fillet,159,KG
2025-11-12,Ayam Fillet,,KG
2025-11-13,Ayam Fillet,167,KG
2025-11-14,Ayam Fillet,187,KG
2025-11-15,Ayam Fillet,,KG
2025-11-16,Ayam Fillet,130,KG
2025-11-17,Ayam Fillet,,KG
2025-11-18,Ayam Fillet,,KG
2025-11-19,Ayam Fillet,,KG
2025-11-20,Ayam Fillet,182,KG
2025-11-21,Ayam Fillet,,KG
2025-11-22,Ayam Fillet,186,KG
2025-11-23,Ayam Fillet,,KG
2025-11-24,Ayam Fillet,153,KG
2025-11-25,Ayam Fillet,163,KG
2025-11-26,Ayam Fillet,175,KG
2025-11-27,Ayam Fillet,181,KG
2025-11-28,Ayam Fillet,,KG
2025-11-29,Ayam Fillet,193,KG
2025-11-30,Ayam Fillet,138,KG
2025-12-01,Ayam Fillet,141,KG
2025-12-02,Ayam Fillet,150,KG
2025-12-03,Ayam Fillet,162,KG
2025-12-04,Ayam Fillet,179,KG
2025-12-05,Ayam Fillet,191,KG
2025-12-06,Ayam Fillet,,KG
2025-12-07,Ayam Fillet,126,KG
2025-12-08,Ayam Fillet,148,KG
2025-12-09,Ayam Fillet,148,KG
2025-12-10,Ayam Fillet,162,KG
2025-12-11,Ayam Fillet,179,KG
2025-12-12,Ayam Fillet,,KG
2025-12-13,Ayam Fillet,194,KG
2025-12-14,Ayam Fillet,136,KG
2025-12-15,Ayam Fillet,152,KG
2025-12-16,Ayam Fillet,153,KG
2025-12-17,Ayam Fillet,168,KG
2025-12-18,Ayam Fillet,182,KG
2025-12-19,Ayam Fillet,201,KG
2025-12-20,Ayam Fillet,194,KG
2025-12-21,Ayam Fillet,139,KG
2025-12-22,Ayam Fillet,150,KG
2025-12-23,Ayam Fillet,156,KG
2025-12-24,Ayam Fillet,,KG
2025-12-25,Ayam Fillet,190,KG
2025-12-26,Ayam Fillet,,KG
2025-12-27,Ayam Fillet,196,KG
2025-12-28,Ayam Fillet,140,KG
2025-12-29,Ayam Fillet,,KG
2025-12-30,Ayam Fillet,,KG
2025-12-31,Ayam Fillet,179,KG
2026-01-01,Ayam Fillet,,KG
2026-01-02,Ayam Fillet,200,KG
2026-01-03,Ayam Fillet,193,KG
2026-01-04,Ayam Fillet,,KG
2026-01-05,Ayam Fillet,155,KG
2026-01-06,Ayam Fillet,161,KG
2026-01-07,Ayam Fillet,167,KG
2026-01-08,Ayam Fillet,181,KG
2026-01-09,Ayam Fillet,,KG
2026-01-10,Ayam Fillet,196,KG
2026-01-11,Ayam Fillet,138,KG
2026-01-12,Ayam Fillet,,KG
2026-01-13,Ayam Fillet,160,KG
2026-01-14,Ayam Fillet,162,KG
2026-01-15,Ayam Fillet,186,KG
2026-01-16,Ayam Fillet,206,KG
